Distance (Km),Longitude,Latitude,HiRISE DTM Stamps (mean)
1.891,113.986,-56.652,2510.398
1.906,113.986,-56.652,2510.398
1.92,113.986,-56.652,2508.081
1.935,113.986,-56.653,2505.97
1.949,113.987,-56.653,2505.97
1.963,113.987,-56.653,2502.913
1.978,113.987,-56.653,2502.913
1.992,113.987,-56.654,2501.502
2.007,113.987,-56.654,2499.057
2.021,113.987,-56.654,2497.454
2.036,113.987,-56.654,2495.811
2.05,113.987,-56.655,2493.738
2.064,113.987,-56.655,2493.738
2.079,113.987,-56.655,2492.001
2.093,113.987,-56.655,2490.296
2.108,113.987,-56.656,2488.606
2.122,113.987,-56.656,2487.098
2.137,113.987,-56.656,2485.673
2.151,113.987,-56.656,2483.553
2.166,113.987,-56.657,2481.745
2.18,113.987,-56.657,2480.316
2.194,113.987,-56.657,2478.415
2.209,113.987,-56.657,2478.415
2.223,113.987,-56.658,2476.855
2.238,113.987,-56.658,2475.207
2.252,113.987,-56.658,2473.362
2.267,113.987,-56.658,2471.441
2.281,113.988,-56.658,2469.751
2.295,113.988,-56.659,2468.131
2.31,113.988,-56.659,2466.766
2.324,113.988,-56.659,2464.792
2.339,113.988,-56.659,2463.124
2.353,113.988,-56.66,2461.26
2.368,113.988,-56.66,2461.26
2.382,113.988,-56.66,2461.26
2.397,113.988,-56.66,2459.496
2.411,113.988,-56.661,2457.607
2.425,113.988,-56.661,2454.688
2.44,113.988,-56.661,2453.046
2.454,113.988,-56.661,2452.995
2.469,113.988,-56.662,2449.776
2.483,113.988,-56.662,2449.674
2.498,113.988,-56.662,2446.229
2.512,113.988,-56.662,2444.342
2.526,113.988,-56.663,2444.342
2.541,113.988,-56.663,2442.618
2.555,113.988,-56.663,2440.812
2.57,113.988,-56.663,2438.854
2.584,113.988,-56.664,2437.05
2.599,113.988,-56.664,2435.945
2.613,113.988,-56.664,2434.317
2.628,113.989,-56.664,2432.555
2.642,113.989,-56.665,2430.86
2.656,113.989,-56.665,2428.867
2.671,113.989,-56.665,2428.867
2.685,113.989,-56.665,2428.867
2.7,113.989,-56.666,2425.716
2.714,113.989,-56.666,2423.794
2.729,113.989,-56.666,2422.056
2.743,113.989,-56.666,2420.401
2.757,113.989,-56.667,2418.696
2.772,113.989,-56.667,2417.107
2.786,113.989,-56.667,2415.246
2.801,113.989,-56.667,2413.162
2.815,113.989,-56.667,2411.574
2.83,113.989,-56.668,2411.219
2.844,113.989,-56.668,2409.322
2.859,113.989,-56.668,2408.03
2.873,113.989,-56.668,2406.158
2.887,113.989,-56.669,2404.346
2.902,113.989,-56.669,2402.802
2.916,113.989,-56.669,2401.472
2.931,113.989,-56.669,2399.687
2.945,113.989,-56.67,2397.642
2.96,113.99,-56.67,2395.768
2.974,113.99,-56.67,2395.814
2.988,113.99,-56.67,2394.061
3.003,113.99,-56.671,2392.734
3.017,113.99,-56.671,2390.944
3.032,113.99,-56.671,2389.054
0,113.979,-56.62,2698.644
0.014,113.979,-56.62,2697.062
0.029,113.979,-56.621,2695.616
0.043,113.979,-56.621,2694.217
0.058,113.979,-56.621,2692.504
0.072,113.979,-56.621,2692.504
0.087,113.98,-56.622,2690.759
0.101,113.98,-56.622,2689.114
0.115,113.98,-56.622,2687.656
0.13,113.98,-56.622,2686.162
0.144,113.98,-56.623,2684.052
0.159,113.98,-56.623,2682.247
0.173,113.98,-56.623,2680.943
0.188,113.98,-56.623,2679.783
0.202,113.98,-56.624,2678.001
0.217,113.98,-56.624,2677.723
0.231,113.98,-56.624,2676.364
0.245,113.98,-56.624,2675.303
0.26,113.98,-56.624,2674.033
0.274,113.98,-56.625,2672.321
0.289,113.98,-56.625,2670.69
0.303,113.98,-56.625,2661.485
0.318,113.98,-56.625,2645.316
0.332,113.98,-56.626,2629.295
0.346,113.98,-56.626,2612.435
0.361,113.98,-56.626,2595.562
0.375,113.98,-56.626,2595.562
0.39,113.98,-56.627,2578.085
0.404,113.98,-56.627,2566.717
0.419,113.98,-56.627,2557.121
0.433,113.981,-56.627,2557.121
0.448,113.981,-56.628,2543.499
0.462,113.981,-56.628,2539.549
0.476,113.981,-56.628,2536.607
0.491,113.981,-56.628,2531.83
0.505,113.981,-56.629,2526.776
0.52,113.981,-56.629,2526.776
0.534,113.981,-56.629,2526.776
0.549,113.981,-56.629,2525.79
0.563,113.981,-56.63,2529.629
0.577,113.981,-56.63,2532.777
0.592,113.981,-56.63,2535.364
0.606,113.981,-56.63,2535.493
0.621,113.981,-56.631,2537.135
0.635,113.981,-56.631,2534.814
0.65,113.981,-56.631,2532.557
0.664,113.981,-56.631,2530.938
0.679,113.981,-56.632,2534.231
0.693,113.981,-56.632,2535.543
0.707,113.981,-56.632,2534.158
0.722,113.981,-56.632,2540.403
0.736,113.981,-56.633,2539.277
0.751,113.981,-56.633,2542.715
0.765,113.981,-56.633,2548.093
0.78,113.982,-56.633,2546.068
0.794,113.982,-56.633,2551.493
0.808,113.982,-56.634,2552.574
0.823,113.982,-56.634,2549.137
0.837,113.982,-56.634,2551.839
0.852,113.982,-56.634,2553.311
0.866,113.982,-56.635,2552.79
0.881,113.982,-56.635,2550.939
0.895,113.982,-56.635,2547.351
0.91,113.982,-56.635,2543.855
0.924,113.982,-56.636,2537.953
0.938,113.982,-56.636,2532.898
0.953,113.982,-56.636,2526.688
0.967,113.982,-56.636,2520.634
0.982,113.982,-56.637,2520.634
0.996,113.982,-56.637,2515.155
1.011,113.982,-56.637,2510.728
1.025,113.982,-56.637,2503.589
1.039,113.982,-56.638,2494.908
1.054,113.982,-56.638,2492.352
1.068,113.982,-56.638,2483.615
1.083,113.982,-56.638,2477.83
1.097,113.982,-56.639,2473.324
1.112,113.983,-56.639,2469.473
1.126,113.983,-56.639,2464.21
1.141,113.983,-56.639,2464.21
1.155,113.983,-56.64,2460.556
1.169,113.983,-56.64,2452.705
1.184,113.983,-56.64,2458.015
1.198,113.983,-56.64,2458.015
1.213,113.983,-56.641,2454.852
1.227,113.983,-56.641,2452.02
1.242,113.983,-56.641,2448.953
1.256,113.983,-56.641,2449.08
1.27,113.983,-56.642,2450.03
1.285,113.983,-56.642,2448.482
