Distance (Km),Longitude,Latitude,HiRISE DTM Stamps (2) (mean)
0,109.402,-55.141,2066.905
0.118,109.403,-55.143,2036.4
0.236,109.403,-55.145,1942.499
0.354,109.404,-55.147,1923.634
0.472,109.404,-55.149,1909.27
0.59,109.405,-55.151,1909.27
0.708,109.406,-55.153,1889.396
0.826,109.406,-55.155,1870.998
0.944,109.407,-55.157,1832.923
1.062,109.407,-55.159,1855.666
1.18,109.408,-55.161,1855.666
1.298,109.408,-55.163,1791.743
1.416,109.409,-55.165,1773.068
1.534,109.41,-55.167,1756.813
1.652,109.41,-55.169,1756.813
1.77,109.411,-55.171,1724.385
1.888,109.411,-55.173,1705.823
2.006,109.412,-55.175,1711.19
2.124,109.412,-55.176,1736.469
2.242,109.413,-55.178,1757.899
2.36,109.414,-55.18,1762.487
2.478,109.414,-55.182,1788.509
2.596,109.415,-55.184,1777.361
2.714,109.415,-55.186,1759.061
2.832,109.416,-55.188,1747.819
2.95,109.416,-55.19,1741.646
0,109.412,-55.14,2144.959
0.116,109.413,-55.142,2124.549
0.233,109.413,-55.144,2049.77
0.349,109.414,-55.146,2015.922
0.465,109.415,-55.148,1995.587
0.582,109.415,-55.15,1995.587
0.698,109.416,-55.151,2006.159
0.814,109.417,-55.153,1959.555
0.931,109.417,-55.155,1910.178
1.047,109.418,-55.157,1935.377
1.163,109.419,-55.159,1886.042
1.28,109.419,-55.161,1847.574
1.396,109.42,-55.163,1825.694
1.512,109.42,-55.165,1828.196
1.629,109.421,-55.167,1827.24
1.745,109.422,-55.169,1771.336
1.861,109.422,-55.171,1732.091
1.977,109.423,-55.173,1726.737
2.094,109.424,-55.175,1767.695
2.21,109.424,-55.177,1810.933
2.326,109.425,-55.179,1828.85
2.443,109.426,-55.18,1814.858
2.559,109.426,-55.182,1800.526
2.675,109.427,-55.184,1789.375
2.792,109.428,-55.186,1777.508
2.908,109.428,-55.188,1765.655
0,109.391,-55.142,1999.88
0.12,109.391,-55.144,2004.282
0.24,109.392,-55.146,1904.082
0.359,109.393,-55.148,1842.089
0.479,109.393,-55.15,1796.484
0.599,109.394,-55.152,1817.717
0.719,109.394,-55.154,1830.266
0.839,109.395,-55.156,1827.423
0.959,109.395,-55.158,1790.886
1.078,109.396,-55.16,1790.886
1.198,109.397,-55.162,1765.261
1.318,109.397,-55.164,1754.333
1.438,109.398,-55.166,1727.858
1.558,109.398,-55.168,1728.363
1.678,109.399,-55.17,1726.287
1.797,109.4,-55.172,1740.559
1.917,109.4,-55.174,1746.603
2.037,109.401,-55.176,1729.561
2.157,109.401,-55.178,1724.574
2.277,109.402,-55.18,1716.942
2.397,109.403,-55.182,1719.241
2.516,109.403,-55.184,1749.289
2.636,109.404,-55.186,1758.798
2.756,109.404,-55.188,1749.786
2.876,109.405,-55.19,1735.157
2.996,109.406,-55.192,1726.631
0,109.377,-55.143,1948.277
0.117,109.378,-55.145,1910.112
0.234,109.379,-55.147,1782.245
0.351,109.379,-55.149,1739.588
0.468,109.38,-55.151,1763.691
0.585,109.381,-55.153,1761.146
0.703,109.381,-55.155,1756.797
0.82,109.382,-55.157,1733.599
0.937,109.383,-55.159,1727.253
1.054,109.383,-55.161,1735.783
1.171,109.384,-55.162,1750.783
1.288,109.385,-55.164,1786.195
1.405,109.385,-55.166,1811.256
1.522,109.386,-55.168,1811.256
1.639,109.386,-55.17,1811.256
1.756,109.387,-55.172,1808.449
1.874,109.388,-55.174,1801.962
1.991,109.388,-55.176,1781.751
2.108,109.389,-55.178,1778.213
2.225,109.39,-55.18,1769.475
2.342,109.39,-55.182,1763.319
2.459,109.391,-55.184,1751.84
2.576,109.392,-55.186,1742.834
2.693,109.392,-55.188,1730.709
2.81,109.393,-55.19,1719.982
2.927,109.393,-55.192,1715.131
3.045,109.394,-55.194,1704.358
