Distance (Km),Longitude,Latitude,HiRISE DTM Stamps (5) (mean)
0,103.1,-56.157,2372.076
0.014,103.1,-56.157,2372.076
0.029,103.1,-56.157,2372.076
0.043,103.101,-56.157,2370.085
0.058,103.101,-56.158,2369.253
0.072,103.101,-56.158,2367.184
0.087,103.101,-56.158,2365.793
0.101,103.101,-56.158,2365.793
0.116,103.101,-56.159,2362.154
0.13,103.101,-56.159,2357.536
0.144,103.101,-56.159,2351.51
0.159,103.101,-56.159,2345.474
0.173,103.101,-56.16,2345.474
0.188,103.101,-56.16,2340.048
0.202,103.102,-56.16,2336.138
0.217,103.102,-56.16,2332.481
0.231,103.102,-56.161,2327.986
0.246,103.102,-56.161,2320.772
0.26,103.102,-56.161,2315.021
0.274,103.102,-56.161,2309.969
0.289,103.102,-56.162,2305.556
0.303,103.102,-56.162,2303.856
0.318,103.102,-56.162,2303.23
0.332,103.102,-56.162,2302.591
0.347,103.102,-56.162,2298.675
0.361,103.102,-56.163,2296.371
0.375,103.103,-56.163,2292.142
0.39,103.103,-56.163,2288.699
0.404,103.103,-56.163,2286.554
0.419,103.103,-56.164,2284.038
0.433,103.103,-56.164,2281.993
0.448,103.103,-56.164,2280.663
0.462,103.103,-56.164,2279.463
0.477,103.103,-56.165,2277.16
0.491,103.103,-56.165,2277.16
0.505,103.103,-56.165,2275.037
0.52,103.103,-56.165,2273.494
0.534,103.103,-56.166,2271.982
0.549,103.104,-56.166,2269.674
0.563,103.104,-56.166,2267.973
0.578,103.104,-56.166,2265.594
0.592,103.104,-56.167,2264.115
0.607,103.104,-56.167,2262.642
0.621,103.104,-56.167,2261.663
0.635,103.104,-56.167,2259.622
0.65,103.104,-56.168,2259.81
0.664,103.104,-56.168,2261
0.679,103.104,-56.168,2257.811
0.693,103.104,-56.168,2255.797
0.708,103.105,-56.168,2253.197
0.722,103.105,-56.169,2253.103
0.737,103.105,-56.169,2251.718
0.751,103.105,-56.169,2250.387
0.765,103.105,-56.169,2249.604
0.78,103.105,-56.17,2248.239
0.794,103.105,-56.17,2249.216
0.809,103.105,-56.17,2244.508
0.823,103.105,-56.17,2240.461
0.838,103.105,-56.171,2238.414
0.852,103.105,-56.171,2235.913
0.866,103.105,-56.171,2233.634
0.881,103.106,-56.171,2235.426
0.895,103.106,-56.172,2233.762
0.91,103.106,-56.172,2232.013
0.924,103.106,-56.172,2228.308
0.939,103.106,-56.172,2226.357
0.953,103.106,-56.173,2226.357
0.968,103.106,-56.173,2223.847
0.982,103.106,-56.173,2221.2
0.996,103.106,-56.173,2219.217
1.011,103.106,-56.174,2217.07
1.025,103.106,-56.174,2215.944
1.04,103.106,-56.174,2214.51
1.054,103.107,-56.174,2212.401
1.069,103.107,-56.174,2210.572
1.083,103.107,-56.175,2209.147
1.098,103.107,-56.175,2209.147
1.112,103.107,-56.175,2205.338
1.126,103.107,-56.175,2202.314
1.141,103.107,-56.176,2198.038
1.155,103.107,-56.176,2192.665
1.17,103.107,-56.176,2186.492
1.184,103.107,-56.176,2185.919
1.199,103.107,-56.177,2183.25
1.213,103.108,-56.177,2182.076
1.228,103.108,-56.177,2180.285
1.242,103.108,-56.177,2178.766
1.256,103.108,-56.178,2177.917
1.271,103.108,-56.178,2179.154
1.285,103.108,-56.178,2178.391
1.3,103.108,-56.178,2176.013
1.314,103.108,-56.179,2175.275
1.329,103.108,-56.179,2173.057
1.343,103.108,-56.179,2170.872
1.357,103.108,-56.179,2169.022
1.372,103.108,-56.179,2166.957
1.386,103.109,-56.18,2166.149
1.401,103.109,-56.18,2165.291
1.415,103.109,-56.18,2162.081
