Distance (Km),Longitude,Latitude,HiRISE DTM Stamps (2) (mean)
0,109.404,-55.141,2082.573
0.014,109.404,-55.141,2082.573
0.029,109.404,-55.141,2080.387
0.043,109.404,-55.142,2078.115
0.058,109.404,-55.142,2078.115
0.072,109.404,-55.142,2078.176
0.087,109.404,-55.142,2073.823
0.101,109.404,-55.142,2071.731
0.116,109.405,-55.143,2074.153
0.13,109.405,-55.143,2071.972
0.145,109.405,-55.143,2064.093
0.159,109.405,-55.143,2045.904
0.174,109.405,-55.144,2029.107
0.188,109.405,-55.144,2012.719
0.202,109.405,-55.144,2012.719
0.217,109.405,-55.144,1995.812
0.231,109.405,-55.145,1986.083
0.246,109.405,-55.145,1986.083
0.26,109.405,-55.145,1977.463
0.275,109.405,-55.145,1974.836
0.289,109.405,-55.146,1969.486
0.304,109.406,-55.146,1962.769
0.318,109.406,-55.146,1962.769
0.333,109.406,-55.146,1958.313
0.347,109.406,-55.147,1962.56
0.362,109.406,-55.147,1962.56
0.376,109.406,-55.147,1962.335
0.39,109.406,-55.147,1963.99
0.405,109.406,-55.148,1963.484
0.419,109.406,-55.148,1961.349
0.434,109.406,-55.148,1958.174
0.448,109.406,-55.148,1952.937
0.463,109.406,-55.148,1952.937
0.477,109.407,-55.149,1942.565
0.492,109.407,-55.149,1945.792
0.506,109.407,-55.149,1934.371
0.521,109.407,-55.149,1934.371
0.535,109.407,-55.15,1934.371
0.55,109.407,-55.15,1928.506
0.564,109.407,-55.15,1929.154
0.579,109.407,-55.15,1920.93
0.593,109.407,-55.151,1916.545
0.607,109.407,-55.151,1916.545
0.622,109.407,-55.151,1915.103
0.636,109.407,-55.151,1920.786
0.651,109.407,-55.152,1918.994
0.665,109.408,-55.152,1918.994
0.68,109.408,-55.152,1919.514
0.694,109.408,-55.152,1920.466
0.709,109.408,-55.153,1925.164
0.723,109.408,-55.153,1924.558
0.738,109.408,-55.153,1925.881
0.752,109.408,-55.153,1926.898
0.767,109.408,-55.154,1924.452
0.781,109.408,-55.154,1919.541
0.795,109.408,-55.154,1914.591
0.81,109.408,-55.154,1907.644
0.824,109.408,-55.155,1907.644
0.839,109.408,-55.155,1901.713
0.853,109.409,-55.155,1895.881
0.868,109.409,-55.155,1891.831
0.882,109.409,-55.155,1886.122
0.897,109.409,-55.156,1886.122
0.911,109.409,-55.156,1881.112
0.926,109.409,-55.156,1874.676
0.94,109.409,-55.156,1871.35
0.955,109.409,-55.157,1865.035
0.969,109.409,-55.157,1865.811
0.983,109.409,-55.157,1862.527
0.998,109.409,-55.157,1862.176
1.012,109.409,-55.158,1863.635
1.027,109.41,-55.158,1869.188
1.041,109.41,-55.158,1865.207
1.056,109.41,-55.158,1871.378
1.07,109.41,-55.159,1871.378
1.085,109.41,-55.159,1872.255
1.099,109.41,-55.159,1867.744
1.114,109.41,-55.159,1862.924
1.128,109.41,-55.16,1857.056
1.143,109.41,-55.16,1857.056
1.157,109.41,-55.16,1852.888
1.171,109.41,-55.16,1846.83
1.186,109.41,-55.161,1840.413
1.2,109.41,-55.161,1833.807
1.215,109.411,-55.161,1827.773
1.229,109.411,-55.161,1821.655
1.244,109.411,-55.161,1822.05
1.258,109.411,-55.162,1821.07
