Distance (Km),Longitude,Latitude,HiRISE DTM Stamps (4) (mean)
0,96.31,-56.872,1712.893
0.014,96.31,-56.872,1715.827
0.029,96.31,-56.872,1715.328
0.043,96.31,-56.873,1715.115
0.058,96.31,-56.873,1714.362
0.072,96.31,-56.873,1714.362
0.087,96.31,-56.873,1713.566
0.101,96.31,-56.873,1699.224
0.116,96.31,-56.874,1683.781
0.13,96.31,-56.874,1672.844
0.145,96.31,-56.874,1657.336
0.159,96.31,-56.874,1647.3
0.174,96.31,-56.875,1648.188
0.188,96.31,-56.875,1638.608
0.203,96.31,-56.875,1623.048
0.217,96.31,-56.875,1607.297
0.232,96.31,-56.876,1591.57
0.246,96.31,-56.876,1577.592
0.261,96.31,-56.876,1567.438
0.275,96.311,-56.876,1566.623
0.289,96.311,-56.877,1567.48
0.304,96.311,-56.877,1568.815
0.318,96.311,-56.877,1570.457
0.333,96.311,-56.877,1570.457
0.347,96.311,-56.878,1576.622
0.362,96.311,-56.878,1577.985
0.376,96.311,-56.878,1577.463
0.391,96.311,-56.878,1577.406
0.405,96.311,-56.879,1579.034
0.42,96.311,-56.879,1581.609
0.434,96.311,-56.879,1588.984
0.449,96.311,-56.879,1586.317
0.463,96.311,-56.88,1587.86
0.478,96.311,-56.88,1589.965
0.492,96.311,-56.88,1589.965
0.507,96.311,-56.88,1591.166
0.521,96.311,-56.881,1596.993
0.536,96.311,-56.881,1597.76
0.55,96.312,-56.881,1599.61
0.565,96.312,-56.881,1601.393
0.579,96.312,-56.882,1601.398
0.593,96.312,-56.882,1600.071
0.608,96.312,-56.882,1603.994
0.622,96.312,-56.882,1599.11
0.637,96.312,-56.882,1607.523
0.651,96.312,-56.883,1607.523
0.666,96.312,-56.883,1607.523
0.68,96.312,-56.883,1611.181
0.695,96.312,-56.883,1617.778
0.709,96.312,-56.884,1612.446
0.724,96.312,-56.884,1618.897
0.738,96.312,-56.884,1618.897
0.753,96.312,-56.884,1605.223
0.767,96.312,-56.885,1611.03
0.782,96.312,-56.885,1615.984
0.796,96.312,-56.885,1609.204
0.811,96.312,-56.885,1614.67
0.825,96.312,-56.886,1613.284
0.84,96.313,-56.886,1612.385
0.854,96.313,-56.886,1617.135
0.868,96.313,-56.886,1610.769
0.883,96.313,-56.887,1615.903
0.897,96.313,-56.887,1615.344
0.912,96.313,-56.887,1615.198
0.926,96.313,-56.887,1615.85
0.941,96.313,-56.888,1620.261
0.955,96.313,-56.888,1620.261
0.97,96.313,-56.888,1624.158
0.984,96.313,-56.888,1628.554
0.999,96.313,-56.889,1628.554
1.013,96.313,-56.889,1635.976
1.028,96.313,-56.889,1639.327
1.042,96.313,-56.889,1642.536
1.057,96.313,-56.89,1645.5
1.071,96.313,-56.89,1649.286
1.086,96.313,-56.89,1653.698
1.1,96.313,-56.89,1657.31
1.115,96.313,-56.891,1664.24
1.129,96.314,-56.891,1666.696
1.144,96.314,-56.891,1668.102
1.158,96.314,-56.891,1669.732
1.172,96.314,-56.891,1671.672
1.187,96.314,-56.892,1673.965
1.201,96.314,-56.892,1682.102
1.216,96.314,-56.892,1685.182
1.23,96.314,-56.892,1688.283
1.245,96.314,-56.893,1688.283
1.259,96.314,-56.893,1695.136
1.274,96.314,-56.893,1695.136
1.288,96.314,-56.893,1697.342
1.303,96.314,-56.894,1696.881
1.317,96.314,-56.894,1693.71
1.332,96.314,-56.894,1692.958
1.346,96.314,-56.894,1692.817
1.361,96.314,-56.895,1692.052
1.375,96.314,-56.895,1694.693
1.39,96.314,-56.895,1693.756
1.404,96.315,-56.895,1693.047
1.419,96.315,-56.896,1692.292
1.433,96.315,-56.896,1692.292
1.447,96.315,-56.896,1692.296
1.462,96.315,-56.896,1694.632
1.476,96.315,-56.897,1694.131
1.491,96.315,-56.897,1693.756
1.505,96.315,-56.897,1693.24
1.52,96.315,-56.897,1693.166
1.534,96.315,-56.898,1692.333
1.549,96.315,-56.898,1694.619
1.563,96.315,-56.898,1693.98
1.578,96.315,-56.898,1693.297
1.592,96.315,-56.899,1690.122
1.607,96.315,-56.899,1689.955
0,96.309,-56.872,1712.893
0.015,96.309,-56.872,1712.893
0.029,96.309,-56.872,1712.687
0.044,96.309,-56.873,1712.143
0.058,96.309,-56.873,1711.737
0.073,96.309,-56.873,1711.367
0.087,96.309,-56.873,1710.262
0.102,96.309,-56.873,1698.206
0.116,96.31,-56.874,1683.781
0.131,96.31,-56.874,1671.575
0.145,96.31,-56.874,1656.373
0.16,96.31,-56.874,1646.794
0.174,96.31,-56.875,1646.794
0.189,96.31,-56.875,1637.831
0.203,96.31,-56.875,1622.472
0.218,96.31,-56.875,1606.947
0.232,96.31,-56.876,1590.971
0.247,96.31,-56.876,1577.024
0.261,96.31,-56.876,1564.02
0.276,96.31,-56.876,1563.35
0.291,96.31,-56.877,1564.035
0.305,96.31,-56.877,1565.123
0.32,96.31,-56.877,1566.471
0.334,96.31,-56.877,1566.471
0.349,96.31,-56.878,1568.038
0.363,96.31,-56.878,1573.462
0.378,96.31,-56.878,1573.998
0.392,96.31,-56.878,1573.573
0.407,96.31,-56.879,1574.707
0.421,96.311,-56.879,1573.123
0.436,96.311,-56.879,1575.812
0.45,96.311,-56.879,1581.923
0.465,96.311,-56.88,1583.535
0.479,96.311,-56.88,1585.512
0.494,96.311,-56.88,1580.945
0.508,96.311,-56.88,1586.514
0.523,96.311,-56.881,1587.632
0.538,96.311,-56.881,1592.925
0.552,96.311,-56.881,1594.514
0.567,96.311,-56.881,1590.655
0.581,96.311,-56.882,1597.442
0.596,96.311,-56.882,1596.699
0.61,96.311,-56.882,1594.263
0.625,96.311,-56.882,1599.11
0.639,96.311,-56.883,1600.994
0.654,96.311,-56.883,1600.994
0.668,96.311,-56.883,1604.608
0.683,96.311,-56.883,1604.608
0.697,96.311,-56.884,1606.97
0.712,96.312,-56.884,1606.066
0.726,96.312,-56.884,1605.453
0.741,96.312,-56.884,1599.298
0.755,96.312,-56.884,1605.017
0.77,96.312,-56.885,1604.625
0.784,96.312,-56.885,1603.453
0.799,96.312,-56.885,1609.204
