Distance (Km),Longitude,Latitude,HiRISE DTM Stamps (4) (mean)
0,96.293,-56.872,1648.069
0.015,96.293,-56.872,1647.138
0.029,96.294,-56.873,1646.427
0.044,96.294,-56.873,1645.812
0.058,96.294,-56.873,1645.217
0.073,96.294,-56.873,1644.499
0.087,96.294,-56.874,1643.62
0.102,96.294,-56.874,1641.897
0.116,96.294,-56.874,1628.522
0.131,96.294,-56.874,1618.684
0.145,96.294,-56.875,1617.957
0.16,96.294,-56.875,1609.118
0.175,96.294,-56.875,1595.175
0.189,96.294,-56.875,1581.332
0.204,96.294,-56.876,1569.545
0.218,96.294,-56.876,1567.174
0.233,96.294,-56.876,1566.311
0.247,96.294,-56.876,1565.612
0.262,96.294,-56.877,1565.948
0.276,96.294,-56.877,1568.827
0.291,96.294,-56.877,1572.664
0.305,96.294,-56.877,1572.664
0.32,96.294,-56.878,1572.664
0.335,96.294,-56.878,1576.732
0.349,96.294,-56.878,1579.025
0.364,96.294,-56.878,1580.4
0.378,96.294,-56.879,1579.329
0.393,96.294,-56.879,1576.71
0.407,96.295,-56.879,1571.404
0.422,96.295,-56.879,1569.605
0.436,96.295,-56.88,1564.39
0.451,96.295,-56.88,1563.57
0.465,96.295,-56.88,1563.57
0.48,96.295,-56.88,1563.02
0.495,96.295,-56.881,1562.369
0.509,96.295,-56.881,1557.841
0.524,96.295,-56.881,1558.835
0.538,96.295,-56.881,1563.459
0.553,96.295,-56.882,1563.524
0.567,96.295,-56.882,1556.644
0.582,96.295,-56.882,1558.877
0.596,96.295,-56.882,1560.48
0.611,96.295,-56.883,1552.828
0.625,96.295,-56.883,1552.828
0.64,96.295,-56.883,1557.616
0.654,96.295,-56.883,1560.943
0.669,96.295,-56.883,1562.036
0.684,96.295,-56.884,1562.114
0.698,96.295,-56.884,1560.921
0.713,96.295,-56.884,1556.478
0.727,96.295,-56.884,1554.68
0.742,96.295,-56.885,1555.345
0.756,96.295,-56.885,1555.403
0.771,96.296,-56.885,1555.403
0.785,96.296,-56.885,1552.959
0.8,96.296,-56.886,1548.686
0.814,96.296,-56.886,1544.521
0.829,96.296,-56.886,1541.099
0.844,96.296,-56.886,1540.133
0.858,96.296,-56.887,1540.493
0.873,96.296,-56.887,1541.25
0.887,96.296,-56.887,1541.25
0.902,96.296,-56.887,1545.877
0.916,96.296,-56.888,1549.467
0.931,96.296,-56.888,1549.467
0.945,96.296,-56.888,1554.4
0.96,96.296,-56.888,1558.647
0.974,96.296,-56.889,1561.886
0.989,96.296,-56.889,1564.06
1.004,96.296,-56.889,1565.63
1.018,96.296,-56.889,1570.98
1.033,96.296,-56.89,1570.19
1.047,96.296,-56.89,1571.823
1.062,96.296,-56.89,1577.65
1.076,96.296,-56.89,1578.029
1.091,96.296,-56.891,1578.029
1.105,96.296,-56.891,1574.839
1.12,96.296,-56.891,1579.471
1.134,96.296,-56.891,1577.089
1.149,96.297,-56.892,1575.974
1.164,96.297,-56.892,1577.361
1.178,96.297,-56.892,1577.76
1.193,96.297,-56.892,1578.083
1.207,96.297,-56.893,1577.083
1.222,96.297,-56.893,1579.366
1.236,96.297,-56.893,1579.366
1.251,96.297,-56.893,1579.366
1.265,96.297,-56.894,1582.463
1.28,96.297,-56.894,1585.398
1.294,96.297,-56.894,1587.162
1.309,96.297,-56.894,1589.854
1.324,96.297,-56.895,1590.87
1.338,96.297,-56.895,1591.521
1.353,96.297,-56.895,1593.574
1.367,96.297,-56.895,1594.007
1.382,96.297,-56.896,1594.728
1.396,96.297,-56.896,1594.728
1.411,96.297,-56.896,1593.661
1.425,96.297,-56.896,1592.906
1.44,96.297,-56.896,1593.18
1.454,96.297,-56.897,1592.276
1.469,96.297,-56.897,1589.188
1.484,96.297,-56.897,1587.76
1.498,96.297,-56.897,1587.76
1.513,96.297,-56.898,1585.153
1.527,96.298,-56.898,1586.562
1.542,96.298,-56.898,1585.521
1.556,96.298,-56.898,1585.521
1.571,96.298,-56.899,1581.247
1.585,96.298,-56.899,1580.628
1.6,96.298,-56.899,1579.143
1.614,96.298,-56.899,1578.119
1.629,96.298,-56.9,1580.017
1.643,96.298,-56.9,1578.914
1.658,96.298,-56.9,1578.101
0,96.293,-56.872,1648.131
0.015,96.293,-56.872,1647.156
0.029,96.293,-56.873,1647.138
0.044,96.293,-56.873,1646.427
0.058,96.293,-56.873,1645.812
0.073,96.294,-56.873,1645.217
0.087,96.294,-56.874,1644.499
0.102,96.294,-56.874,1643.62
0.116,96.294,-56.874,1641.897
0.131,96.294,-56.874,1628.522
0.145,96.294,-56.875,1618.684
0.16,96.294,-56.875,1617.957
0.174,96.294,-56.875,1609.118
0.189,96.294,-56.875,1595.175
0.203,96.294,-56.876,1581.332
0.218,96.294,-56.876,1568.027
0.232,96.294,-56.876,1567.174
0.247,96.294,-56.876,1566.311
0.261,96.294,-56.876,1565.612
0.276,96.294,-56.877,1565.948
0.29,96.294,-56.877,1568.827
0.305,96.294,-56.877,1572.664
0.319,96.294,-56.877,1572.664
