Distance (Km),Longitude,Latitude,HiRISE DTM Stamps (2) (mean)
0,109.378,-55.143,1951.989
0.014,109.378,-55.143,1948.348
0.029,109.378,-55.144,1946.571
0.043,109.378,-55.144,1942.855
0.058,109.378,-55.144,1942.855
0.072,109.378,-55.144,1942.855
0.087,109.378,-55.145,1942.475
0.101,109.378,-55.145,1942.222
0.116,109.378,-55.145,1938.829
0.13,109.378,-55.145,1934.874
0.145,109.379,-55.146,1917.297
0.159,109.379,-55.146,1901.217
0.174,109.379,-55.146,1884.987
0.188,109.379,-55.146,1867.869
0.203,109.379,-55.147,1849.019
0.217,109.379,-55.147,1849.019
0.232,109.379,-55.147,1829.142
0.246,109.379,-55.147,1811.047
0.261,109.379,-55.148,1795.88
0.275,109.379,-55.148,1786.45
0.29,109.379,-55.148,1784.364
0.304,109.379,-55.148,1779.06
0.318,109.38,-55.149,1775.543
0.333,109.38,-55.149,1772.743
0.347,109.38,-55.149,1767.087
0.362,109.38,-55.149,1759.686
0.376,109.38,-55.149,1761.6
0.391,109.38,-55.15,1754.794
0.405,109.38,-55.15,1749.181
0.42,109.38,-55.15,1744.34
0.434,109.38,-55.15,1743.833
0.449,109.38,-55.151,1746.904
0.463,109.38,-55.151,1745.873
0.478,109.38,-55.151,1747.045
0.492,109.38,-55.151,1750.47
0.507,109.381,-55.152,1751.683
0.521,109.381,-55.152,1750.084
0.536,109.381,-55.152,1752.541
0.55,109.381,-55.152,1752.524
0.565,109.381,-55.153,1757.992
0.579,109.381,-55.153,1760.149
0.593,109.381,-55.153,1758.782
0.608,109.381,-55.153,1760.205
0.622,109.381,-55.154,1762.495
0.637,109.381,-55.154,1760.21
0.651,109.381,-55.154,1760.627
0.666,109.381,-55.154,1761.972
0.68,109.382,-55.155,1761.477
0.695,109.382,-55.155,1761.938
0.709,109.382,-55.155,1759.436
0.724,109.382,-55.155,1754.9
0.738,109.382,-55.155,1751.981
0.753,109.382,-55.156,1749.501
0.767,109.382,-55.156,1746.997
0.782,109.382,-55.156,1744.954
0.796,109.382,-55.156,1745.75
0.811,109.382,-55.157,1743.787
0.825,109.382,-55.157,1740.849
0.84,109.382,-55.157,1735.619
0.854,109.382,-55.157,1732.237
0.869,109.383,-55.158,1728.453
0.883,109.383,-55.158,1728.879
0.897,109.383,-55.158,1722.053
0.912,109.383,-55.158,1721.728
0.926,109.383,-55.159,1720.748
0.941,109.383,-55.159,1725.745
0.955,109.383,-55.159,1725.553
0.97,109.383,-55.159,1727.114
0.984,109.383,-55.16,1727.7
0.999,109.383,-55.16,1727.7
1.013,109.383,-55.16,1731.02
1.028,109.383,-55.16,1734.464
1.042,109.383,-55.161,1735.146
1.057,109.384,-55.161,1735.498
1.071,109.384,-55.161,1735.247
1.086,109.384,-55.161,1734.217
1.1,109.384,-55.162,1734.516
1.115,109.384,-55.162,1736.865
1.129,109.384,-55.162,1740.823
1.144,109.384,-55.162,1745.704
1.158,109.384,-55.162,1745.704
1.173,109.384,-55.163,1747.357
1.187,109.384,-55.163,1748.833
1.201,109.384,-55.163,1749.603
1.216,109.384,-55.163,1752.367
1.23,109.385,-55.164,1757.183
1.245,109.385,-55.164,1761.643
1.259,109.385,-55.164,1765.876
1.274,109.385,-55.164,1769.673
1.288,109.385,-55.165,1774.721
1.303,109.385,-55.165,1774.721
1.317,109.385,-55.165,1779.037
1.332,109.385,-55.165,1781.316
1.346,109.385,-55.166,1785.984
1.361,109.385,-55.166,1790.356
1.375,109.385,-55.166,1796.844
1.39,109.385,-55.166,1802.327
1.404,109.385,-55.167,1805.901
1.419,109.386,-55.167,1806.065
1.433,109.386,-55.167,1809.547
1.448,109.386,-55.167,1809.763
1.462,109.386,-55.168,1811.437
1.476,109.386,-55.168,1812.275
1.491,109.386,-55.168,1815.295
1.505,109.386,-55.168,1817.157
1.52,109.386,-55.168,1813.385
1.534,109.386,-55.169,1814.908
1.549,109.386,-55.169,1816.607
1.563,109.386,-55.169,1817.1
1.578,109.386,-55.169,1815.771
1.592,109.387,-55.17,1813.897
1.607,109.387,-55.17,1815.004
1.621,109.387,-55.17,1813.953
1.636,109.387,-55.17,1812.829
1.65,109.387,-55.171,1810.557
1.665,109.387,-55.171,1810.204
1.679,109.387,-55.171,1808.835
1.694,109.387,-55.171,1807.603
1.708,109.387,-55.172,1805.968
1.723,109.387,-55.172,1804.332
1.737,109.387,-55.172,1803.646
1.752,109.387,-55.172,1802.087
1.766,109.387,-55.173,1802.087
1.78,109.388,-55.173,1799.251
1.795,109.388,-55.173,1799.441
1.809,109.388,-55.173,1798.263
1.824,109.388,-55.174,1797.932
1.838,109.388,-55.174,1795.482
1.853,109.388,-55.174,1794.55
1.867,109.388,-55.174,1793.18
1.882,109.388,-55.175,1791.835
1.896,109.388,-55.175,1790.401
1.911,109.388,-55.175,1790.401
1.925,109.388,-55.175,1788.641
1.94,109.388,-55.175,1786.915
1.954,109.388,-55.176,1786.044
1.969,109.389,-55.176,1785.851
1.983,109.389,-55.176,1784.263
1.998,109.389,-55.176,1782.866
2.012,109.389,-55.177,1783.602
2.027,109.389,-55.177,1781.892
2.041,109.389,-55.177,1780.658
2.056,109.389,-55.177,1776.574
2.07,109.389,-55.178,1777.449
2.084,109.389,-55.178,1777.449
2.099,109.389,-55.178,1773.982
2.113,109.389,-55.178,1772.53
2.128,109.389,-55.179,1773.501
2.142,109.39,-55.179,1769.936
2.157,109.39,-55.179,1770.738
2.171,109.39,-55.179,1769.625
2.186,109.39,-55.18,1766.112
2.2,109.39,-55.18,1764.393
2.215,109.39,-55.18,1765.57
2.229,109.39,-55.18,1763.293
2.244,109.39,-55.181,1763.293
2.258,109.39,-55.181,1762.542
2.273,109.39,-55.181,1759.193
2.287,109.39,-55.181,1760.073
2.302,109.39,-55.181,1756.461
2.316,109.39,-55.182,1756.623
2.331,109.391,-55.182,1755.375
2.345,109.391,-55.182,1754.4
2.359,109.391,-55.182,1751.501
2.374,109.391,-55.183,1751.913
2.388,109.391,-55.183,1751.913
2.403,109.391,-55.183,1749.029
2.417,109.391,-55.183,1749.029
2.432,109.391,-55.184,1747.308
2.446,109.391,-55.184,1746.593
2.461,109.391,-55.184,1745.062
2.475,109.391,-55.184,1741.556
2.49,109.391,-55.185,1739.659
2.504,109.392,-55.185,1741.799
2.519,109.392,-55.185,1739.781
2.533,109.392,-55.185,1738.583
2.548,109.392,-55.186,1737.641
2.562,109.392,-55.186,1738.209
2.577,109.392,-55.186,1736.665
2.591,109.392,-55.186,1734.844
2.606,109.392,-55.187,1733.302
2.62,109.392,-55.187,1733.302
2.635,109.392,-55.187,1730.8
2.649,109.392,-55.187,1729.398
2.663,109.392,-55.188,1728.263
2.678,109.392,-55.188,1727.141
2.692,109.393,-55.188,1726.629
2.707,109.393,-55.188,1725.753
2.721,109.393,-55.188,1724.567
2.736,109.393,-55.189,1723.226
2.75,109.393,-55.189,1721.857
2.765,109.393,-55.189,1720.838
2.779,109.393,-55.189,1719.557
2.794,109.393,-55.19,1717.659
2.808,109.393,-55.19,1717.111
2.823,109.393,-55.19,1715.738
2.837,109.393,-55.19,1713.856
2.852,109.393,-55.191,1714.774
2.866,109.394,-55.191,1713.323
2.881,109.394,-55.191,1711.407
2.895,109.394,-55.191,1710.158
2.91,109.394,-55.192,1709.266
2.924,109.394,-55.192,1708.016
2.939,109.394,-55.192,1706.922
2.953,109.394,-55.192,1703.941
2.967,109.394,-55.193,1703.993
2.982,109.394,-55.193,1702.621
2.996,109.394,-55.193,1702.438
3.011,109.394,-55.193,1702.438
3.025,109.394,-55.194,1700.524
3.04,109.394,-55.194,1699.182
3.054,109.395,-55.194,1699.193
3.069,109.395,-55.194,1698.256
3.083,109.395,-55.194,1696.608
3.098,109.395,-55.195,1695.015
3.112,109.395,-55.195,1693.723
3.127,109.395,-55.195,1692.47
0,109.377,-55.144,1939.219
0.014,109.377,-55.144,1939.219
0.029,109.377,-55.144,1941.025
0.043,109.377,-55.144,1939.196
0.058,109.377,-55.145,1939.196
0.072,109.377,-55.145,1935.731
0.087,109.377,-55.145,1937.542
0.101,109.377,-55.145,1935.86
0.116,109.377,-55.145,1933.821
0.13,109.377,-55.146,1920.184
0.144,109.377,-55.146,1902.478
0.159,109.377,-55.146,1886.998
0.173,109.378,-55.146,1870.258
0.188,109.378,-55.147,1851.437
0.202,109.378,-55.147,1852.042
0.217,109.378,-55.147,1831.723
0.231,109.378,-55.147,1812.599
0.246,109.378,-55.148,1795.697
0.26,109.378,-55.148,1784.162
0.274,109.378,-55.148,1778.828
0.289,109.378,-55.148,1775.45
0.303,109.378,-55.149,1770.003
0.318,109.378,-55.149,1769.845
0.332,109.378,-55.149,1767.03
0.347,109.379,-55.149,1764.073
0.361,109.379,-55.15,1764.073
0.376,109.379,-55.15,1759.786
0.39,109.379,-55.15,1750.36
0.404,109.379,-55.15,1745.168
0.419,109.379,-55.151,1744.505
0.433,109.379,-55.151,1745.908
0.448,109.379,-55.151,1744.013
0.462,109.379,-55.151,1744.054
0.477,109.379,-55.151,1745.833
0.491,109.379,-55.152,1747.062
0.505,109.379,-55.152,1747.062
0.52,109.379,-55.152,1748.288
0.534,109.38,-55.152,1751.789
0.549,109.38,-55.153,1754.702
0.563,109.38,-55.153,1757.433
0.578,109.38,-55.153,1757.551
0.592,109.38,-55.153,1758.39
0.607,109.38,-55.154,1762.052
0.621,109.38,-55.154,1762.121
0.635,109.38,-55.154,1762.314
0.65,109.38,-55.154,1762.314
0.664,109.38,-55.155,1763.057
0.679,109.38,-55.155,1762.35
0.693,109.38,-55.155,1760.646
0.708,109.38,-55.155,1756.831
0.722,109.381,-55.156,1752.466
0.737,109.381,-55.156,1752.466
0.751,109.381,-55.156,1749.823
0.765,109.381,-55.156,1747.737
0.78,109.381,-55.157,1744.712
0.794,109.381,-55.157,1742.735
0.809,109.381,-55.157,1739.691
0.823,109.381,-55.157,1735.338
0.838,109.381,-55.157,1735.338
0.852,109.381,-55.158,1731.25
0.867,109.381,-55.158,1727.102
0.881,109.381,-55.158,1723.255
0.895,109.382,-55.158,1722.771
0.91,109.382,-55.159,1724.758
0.924,109.382,-55.159,1727.04
0.939,109.382,-55.159,1728.122
0.953,109.382,-55.159,1732.509
0.968,109.382,-55.16,1732.509
0.982,109.382,-55.16,1730.969
0.997,109.382,-55.16,1734.151
1.011,109.382,-55.16,1733.851
1.025,109.382,-55.161,1734.491
1.04,109.382,-55.161,1734.491
1.054,109.382,-55.161,1735.495
1.069,109.382,-55.161,1736.968
1.083,109.383,-55.162,1738.987
1.098,109.383,-55.162,1742.403
1.112,109.383,-55.162,1749.992
1.127,109.383,-55.162,1748.549
1.141,109.383,-55.163,1748.549
1.155,109.383,-55.163,1748.549
1.17,109.383,-55.163,1750.427
1.184,109.383,-55.163,1750.686
1.199,109.383,-55.163,1751.826
1.213,109.383,-55.164,1754.284
1.228,109.383,-55.164,1757.226
1.242,109.383,-55.164,1761.249
1.257,109.383,-55.164,1766.588
1.271,109.384,-55.165,1773.217
1.285,109.384,-55.165,1773.217
1.3,109.384,-55.165,1778.378
1.314,109.384,-55.165,1783.615
1.329,109.384,-55.166,1788.488
1.343,109.384,-55.166,1792.892
1.358,109.384,-55.166,1797.801
1.372,109.384,-55.166,1803.265
1.387,109.384,-55.167,1807.659
1.401,109.384,-55.167,1811.954
1.415,109.384,-55.167,1814.085
1.43,109.384,-55.167,1817.679
1.444,109.385,-55.168,1820.913
1.459,109.385,-55.168,1818.15
1.473,109.385,-55.168,1821.347
1.488,109.385,-55.168,1820.508
1.502,109.385,-55.169,1817.978
1.516,109.385,-55.169,1817.453
1.531,109.385,-55.169,1815.813
1.545,109.385,-55.169,1814.072
1.56,109.385,-55.169,1813.627
