Distance (Km),Longitude,Latitude,HiRISE DTM Stamps (5) (mean)
0,103.085,-56.158,2358.478
0.014,103.085,-56.159,2358.478
0.029,103.085,-56.159,2356.773
0.043,103.085,-56.159,2354.479
0.058,103.085,-56.159,2353.297
0.072,103.085,-56.16,2353.297
0.087,103.086,-56.16,2350.835
0.101,103.086,-56.16,2349.24
0.116,103.086,-56.16,2347.966
0.13,103.086,-56.161,2345.805
0.144,103.086,-56.161,2343.992
0.159,103.086,-56.161,2342.344
0.173,103.086,-56.161,2340.316
0.188,103.086,-56.161,2338.077
0.202,103.086,-56.162,2336.206
0.217,103.086,-56.162,2334.492
0.231,103.086,-56.162,2334.066
0.245,103.086,-56.162,2332.008
0.26,103.086,-56.163,2330.31
0.274,103.087,-56.163,2327.986
0.289,103.087,-56.163,2325.83
0.303,103.087,-56.163,2319.577
0.318,103.087,-56.164,2313.589
0.332,103.087,-56.164,2308.139
0.347,103.087,-56.164,2302.863
0.361,103.087,-56.164,2298.059
0.375,103.087,-56.165,2294.347
0.39,103.087,-56.165,2294.347
0.404,103.087,-56.165,2292.185
0.419,103.087,-56.165,2288.84
0.433,103.087,-56.166,2286.31
0.448,103.087,-56.166,2285.278
0.462,103.088,-56.166,2285.77
0.476,103.088,-56.166,2286.56
0.491,103.088,-56.167,2287.112
0.505,103.088,-56.167,2284.488
0.52,103.088,-56.167,2289.591
0.534,103.088,-56.167,2285.218
0.549,103.088,-56.167,2286.637
0.563,103.088,-56.168,2285.493
0.578,103.088,-56.168,2283.936
0.592,103.088,-56.168,2281.75
0.606,103.088,-56.168,2282.031
0.621,103.088,-56.169,2273.981
0.635,103.088,-56.169,2270.369
0.65,103.089,-56.169,2266.237
0.664,103.089,-56.169,2261.914
0.679,103.089,-56.17,2257.999
0.693,103.089,-56.17,2255.922
0.708,103.089,-56.17,2254.443
0.722,103.089,-56.17,2250.511
0.736,103.089,-56.171,2248.011
0.751,103.089,-56.171,2249.174
0.765,103.089,-56.171,2243.023
0.78,103.089,-56.171,2240.407
0.794,103.089,-56.172,2238.615
0.809,103.089,-56.172,2236.554
0.823,103.089,-56.172,2233.542
0.837,103.09,-56.172,2231.458
0.852,103.09,-56.173,2233.13
0.866,103.09,-56.173,2232.27
0.881,103.09,-56.173,2234.265
0.895,103.09,-56.173,2236.542
0.91,103.09,-56.174,2238.76
0.924,103.09,-56.174,2239.85
0.939,103.09,-56.174,2240.903
0.953,103.09,-56.174,2240.61
0.967,103.09,-56.174,2241.436
0.982,103.09,-56.175,2240.397
0.996,103.09,-56.175,2238.301
1.011,103.09,-56.175,2238.301
1.025,103.091,-56.175,2236.184
1.04,103.091,-56.176,2234.327
1.054,103.091,-56.176,2232.234
1.068,103.091,-56.176,2230.258
1.083,103.091,-56.176,2228.132
1.097,103.091,-56.177,2228.132
1.112,103.091,-56.177,2223.267
1.126,103.091,-56.177,2222.133
1.141,103.091,-56.177,2220.49
1.155,103.091,-56.178,2218.003
1.17,103.091,-56.178,2218.003
1.184,103.091,-56.178,2216.439
1.198,103.091,-56.178,2213.704
1.213,103.092,-56.179,2209.629
1.227,103.092,-56.179,2206.238
1.242,103.092,-56.179,2202.498
1.256,103.092,-56.179,2198.998
1.271,103.092,-56.18,2194.603
1.285,103.092,-56.18,2190.523
1.299,103.092,-56.18,2186.968
1.314,103.092,-56.18,2182.993
