Distance (Km),Longitude,Latitude,HiRISE DTM Stamps (mean)
0.955,113.993,-56.636,2505.124
0.97,113.993,-56.636,2498.713
0.984,113.993,-56.636,2492.214
0.999,113.993,-56.636,2486.514
1.013,113.993,-56.637,2481.134
1.028,113.993,-56.637,2481.134
1.042,113.993,-56.637,2476.921
1.056,113.993,-56.637,2472.539
1.071,113.994,-56.638,2470.498
1.085,113.994,-56.638,2476.668
1.1,113.994,-56.638,2480.099
1.114,113.994,-56.638,2482.988
1.129,113.994,-56.639,2485.642
1.143,113.994,-56.639,2488.833
1.158,113.994,-56.639,2491.413
1.172,113.994,-56.639,2492.85
1.187,113.994,-56.64,2490.141
1.201,113.994,-56.64,2492.084
1.216,113.994,-56.64,2489.278
1.23,113.994,-56.64,2486.855
1.245,113.994,-56.641,2482.964
1.259,113.994,-56.641,2478.875
1.274,113.994,-56.641,2474.058
1.288,113.994,-56.641,2468.712
1.302,113.994,-56.642,2463.885
1.317,113.994,-56.642,2459.226
1.331,113.994,-56.642,2459.226
1.346,113.994,-56.642,2455.247
1.36,113.994,-56.643,2450.409
1.375,113.994,-56.643,2445.746
1.389,113.994,-56.643,2441.433
1.404,113.995,-56.643,2438.294
1.418,113.995,-56.644,2440.415
1.433,113.995,-56.644,2443.159
1.447,113.995,-56.644,2445.975
1.462,113.995,-56.644,2450.414
1.476,113.995,-56.644,2453.246
1.491,113.995,-56.645,2453.246
1.505,113.995,-56.645,2455.928
1.52,113.995,-56.645,2458.299
1.534,113.995,-56.645,2458.429
1.549,113.995,-56.646,2458.429
1.563,113.995,-56.646,2459.267
1.577,113.995,-56.646,2460.161
1.592,113.995,-56.646,2458.954
1.606,113.995,-56.647,2456.986
1.621,113.995,-56.647,2455.017
1.635,113.995,-56.647,2455.017
1.65,113.995,-56.647,2454.324
1.664,113.995,-56.648,2453.977
1.679,113.995,-56.648,2451.88
1.693,113.995,-56.648,2447.567
1.708,113.995,-56.648,2442.861
1.722,113.995,-56.649,2438.876
1.737,113.996,-56.649,2438.659
1.751,113.996,-56.649,2441.315
1.766,113.996,-56.649,2443.217
1.78,113.996,-56.65,2446.273
1.795,113.996,-56.65,2446.273
1.809,113.996,-56.65,2450.063
1.823,113.996,-56.65,2454.614
1.838,113.996,-56.651,2458.214
1.852,113.996,-56.651,2460.411
1.867,113.996,-56.651,2462.472
1.881,113.996,-56.651,2464.256
1.896,113.996,-56.652,2465.043
1.91,113.996,-56.652,2465.758
1.925,113.996,-56.652,2464.337
1.939,113.996,-56.652,2464.337
1.954,113.996,-56.653,2464.337
1.968,113.996,-56.653,2463.228
1.983,113.996,-56.653,2460.397
1.997,113.996,-56.653,2461.062
2.012,113.996,-56.653,2460.942
2.026,113.996,-56.654,2461.36
2.041,113.996,-56.654,2462.684
2.055,113.996,-56.654,2464.799
2.07,113.997,-56.654,2465.183
2.084,113.997,-56.655,2465.08
2.098,113.997,-56.655,2465.08
2.113,113.997,-56.655,2460.669
2.127,113.997,-56.655,2460.885
2.142,113.997,-56.656,2461.121
2.156,113.997,-56.656,2460.345
2.171,113.997,-56.656,2459.708
2.185,113.997,-56.656,2460.554
2.2,113.997,-56.657,2460.116
2.214,113.997,-56.657,2461.329
2.229,113.997,-56.657,2460.886
2.243,113.997,-56.657,2460.886
2.258,113.997,-56.658,2460.886
2.272,113.997,-56.658,2462.754
2.287,113.997,-56.658,2464.506
2.301,113.997,-56.658,2466.584
2.316,113.997,-56.659,2467.238
2.33,113.997,-56.659,2465.843
2.344,113.997,-56.659,2464.116
2.359,113.997,-56.659,2462.29
2.373,113.997,-56.66,2460.35
2.388,113.997,-56.66,2457.871
2.402,113.998,-56.66,2457.871
2.417,113.998,-56.66,2456.484
2.431,113.998,-56.661,2454.333
2.446,113.998,-56.661,2452.743
2.46,113.998,-56.661,2451.887
2.475,113.998,-56.661,2450.053
2.489,113.998,-56.662,2447.725
2.504,113.998,-56.662,2445.03
2.518,113.998,-56.662,2443.855
2.533,113.998,-56.662,2442.498
2.547,113.998,-56.663,2441.334
2.562,113.998,-56.663,2441.334
2.576,113.998,-56.663,2439.586
2.591,113.998,-56.663,2437.585
2.605,113.998,-56.663,2436.442
2.619,113.998,-56.664,2434.458
2.634,113.998,-56.664,2432.885
2.648,113.998,-56.664,2431.043
2.663,113.998,-56.664,2428.407
2.677,113.998,-56.665,2427.701
2.692,113.998,-56.665,2423.933
2.706,113.998,-56.665,2423.933
2.721,113.998,-56.665,2421.693
2.735,113.999,-56.666,2420.033
2.75,113.999,-56.666,2418.74
2.764,113.999,-56.666,2416.946
2.779,113.999,-56.666,2415.469
2.793,113.999,-56.667,2413.994
2.808,113.999,-56.667,2413.042
2.822,113.999,-56.667,2411.404
2.837,113.999,-56.667,2411.404
2.851,113.999,-56.668,2408.465
2.865,113.999,-56.668,2408.465
2.88,113.999,-56.668,2404.824
2.894,113.999,-56.668,2403.804
2.909,113.999,-56.669,2402.375
2.923,113.999,-56.669,2399.699
2.938,113.999,-56.669,2398.936
2.952,113.999,-56.669,2397.604
2.967,113.999,-56.67,2395.585
2.981,113.999,-56.67,2394.394
2.996,113.999,-56.67,2392.854
3.01,113.999,-56.67,2393.223
3.025,113.999,-56.671,2391.606
3.039,113.999,-56.671,2389.778
3.054,113.999,-56.671,2387.679
0,113.991,-56.62,2701.445
0.014,113.991,-56.62,2700.355
0.029,113.991,-56.62,2698.894
0.043,113.991,-56.62,2697.277
0.058,113.991,-56.621,2695.413
0.072,113.991,-56.621,2693.759
0.087,113.991,-56.621,2692.205
0.101,113.991,-56.621,2692.205
0.116,113.992,-56.622,2690.677
0.13,113.992,-56.622,2689.035
0.145,113.992,-56.622,2687.319
0.159,113.992,-56.622,2685.824
0.174,113.992,-56.623,2684.177
0.188,113.992,-56.623,2682.396
0.203,113.992,-56.623,2682.552
0.217,113.992,-56.623,2682.552
0.232,113.992,-56.623,2678.079
0.246,113.992,-56.624,2667.795
0.261,113.992,-56.624,2650.303
0.275,113.992,-56.624,2646.284
0.289,113.992,-56.624,2620.675
0.304,113.992,-56.625,2606.941
0.318,113.992,-56.625,2602.764
0.333,113.992,-56.625,2587.079
0.347,113.992,-56.625,2574.983
0.362,113.992,-56.626,2560.466
0.376,113.992,-56.626,2560.037
0.391,113.992,-56.626,2558.14
0.405,113.992,-56.626,2557.72
0.42,113.992,-56.627,2557.72
0.434,113.993,-56.627,2556.977
0.449,113.993,-56.627,2561.687
0.463,113.993,-56.627,2563.495
0.478,113.993,-56.628,2565.768
0.492,113.993,-56.628,2569.369
0.507,113.993,-56.628,2573.456
0.521,113.993,-56.628,2576.425
0.536,113.993,-56.629,2579.367
0.55,113.993,-56.629,2583.757
0.564,113.993,-56.629,2581.51
0.579,113.993,-56.629,2585.367
0.593,113.993,-56.63,2587.545
0.608,113.993,-56.63,2588.946
0.622,113.993,-56.63,2592.587
0.637,113.993,-56.63,2596.188
0.651,113.993,-56.631,2597.854
0.666,113.993,-56.631,2600.752
0.68,113.993,-56.631,2597.686
0.695,113.993,-56.631,2593.791
0.709,113.993,-56.632,2589.044
0.724,113.993,-56.632,2589.044
0.738,113.993,-56.632,2585.071
0.753,113.993,-56.632,2580.292
0.767,113.994,-56.633,2574.688
0.782,113.994,-56.633,2568.552
0.796,113.994,-56.633,2562.712
0.811,113.994,-56.633,2557.511
0.825,113.994,-56.633,2551.981
0.839,113.994,-56.634,2544.522
0.854,113.994,-56.634,2539.052
0.868,113.994,-56.634,2539.052
0.883,113.994,-56.634,2533.023
0.897,113.994,-56.635,2527.332
0.912,113.994,-56.635,2520.036
0.926,113.994,-56.635,2514.2
0.941,113.994,-56.635,2508.428
0.955,113.994,-56.636,2502.591
0.97,113.994,-56.636,2503.671
0.984,113.994,-56.636,2490.745
0.999,113.994,-56.636,2485.034
1.013,113.994,-56.637,2479.384
1.028,113.994,-56.637,2479.384
1.042,113.994,-56.637,2475.434
1.057,113.994,-56.637,2474.927
1.071,113.994,-56.638,2482.043
1.086,113.995,-56.638,2485.26
1.1,113.995,-56.638,2488.329
1.114,113.995,-56.638,2491.654
1.129,113.995,-56.639,2491.654
1.143,113.995,-56.639,2497.648
1.158,113.995,-56.639,2499.642
1.172,113.995,-56.639,2498.662
1.187,113.995,-56.64,2498.662
1.201,113.995,-56.64,2494.927
1.216,113.995,-56.64,2492.041
1.23,113.995,-56.64,2489.395
1.245,113.995,-56.641,2485.579
1.259,113.995,-56.641,2480.301
1.274,113.995,-56.641,2474.807
1.288,113.995,-56.641,2474.807
1.303,113.995,-56.642,2465.28
1.317,113.995,-56.642,2460.881
1.332,113.995,-56.642,2460.881
1.346,113.995,-56.642,2457.803
1.361,113.995,-56.642,2453.309
1.375,113.995,-56.643,2447.616
1.389,113.995,-56.643,2442.788
1.404,113.996,-56.643,2442.121
1.418,113.996,-56.643,2443.44
1.433,113.996,-56.644,2444.217
1.447,113.996,-56.644,2447.551
1.462,113.996,-56.644,2450.165
1.476,113.996,-56.644,2452.793
1.491,113.996,-56.645,2452.793
1.505,113.996,-56.645,2455.373
1.52,113.996,-56.645,2456.746
1.534,113.996,-56.645,2457.251
1.549,113.996,-56.646,2457.87
1.563,113.996,-56.646,2458.195
1.578,113.996,-56.646,2459.414
1.592,113.996,-56.646,2462.388
1.607,113.996,-56.647,2463.417
1.621,113.996,-56.647,2461.088
1.636,113.996,-56.647,2463.585
1.65,113.996,-56.647,2461.903
1.664,113.996,-56.648,2461.903
1.679,113.996,-56.648,2455.056
1.693,113.996,-56.648,2451.811
1.708,113.996,-56.648,2448.469
1.722,113.996,-56.649,2445.608
1.737,113.997,-56.649,2445.091
1.751,113.997,-56.649,2443.759
1.766,113.997,-56.649,2441.048
1.78,113.997,-56.65,2441.07
1.795,113.997,-56.65,2441.07
1.809,113.997,-56.65,2444.539
1.824,113.997,-56.65,2448.277
1.838,113.997,-56.651,2451.252
1.853,113.997,-56.651,2454.446
1.867,113.997,-56.651,2455.413
1.882,113.997,-56.651,2454.941
1.896,113.997,-56.652,2456.033
1.911,113.997,-56.652,2457.254
1.925,113.997,-56.652,2455.858
1.939,113.997,-56.652,2455.858
1.954,113.997,-56.652,2454.392
1.968,113.997,-56.653,2450.837
1.983,113.997,-56.653,2453.095
1.997,113.997,-56.653,2453.489
2.012,113.997,-56.653,2453.586
2.026,113.997,-56.654,2455.229
2.041,113.997,-56.654,2456.889
2.055,113.998,-56.654,2457.936
2.07,113.998,-56.654,2457.705
2.084,113.998,-56.655,2457.264
2.099,113.998,-56.655,2457.264
2.113,113.998,-56.655,2457.221
2.128,113.998,-56.655,2457.484
2.142,113.998,-56.656,2457.08
2.157,113.998,-56.656,2456.859
2.171,113.998,-56.656,2456.885
2.185,113.998,-56.656,2458.263
2.2,113.998,-56.657,2460.116
2.214,113.998,-56.657,2461.329
2.229,113.998,-56.657,2460.886
2.243,113.998,-56.657,2460.886
2.258,113.998,-56.658,2461.734
2.272,113.998,-56.658,2462.754
2.287,113.998,-56.658,2464.506
2.301,113.998,-56.658,2466.584
2.316,113.998,-56.659,2467.238
2.33,113.998,-56.659,2465.843
2.345,113.998,-56.659,2464.184
2.359,113.998,-56.659,2460.641
2.374,113.998,-56.66,2459.218
2.388,113.999,-56.66,2456.758
2.403,113.999,-56.66,2456.78
2.417,113.999,-56.66,2455.489
2.432,113.999,-56.661,2453.479
2.446,113.999,-56.661,2451.956
2.46,113.999,-56.661,2450.061
2.475,113.999,-56.661,2447.041
2.489,113.999,-56.662,2445.804
2.504,113.999,-56.662,2444.758
2.518,113.999,-56.662,2443.018
2.533,113.999,-56.662,2441.465
2.547,113.999,-56.662,2440.199
2.562,113.999,-56.663,2439.906
2.576,113.999,-56.663,2438.446
2.591,113.999,-56.663,2437.348
2.605,113.999,-56.663,2437.604
2.62,113.999,-56.664,2434.11
2.634,113.999,-56.664,2431.079
2.649,113.999,-56.664,2429.001
2.663,113.999,-56.664,2429.711
2.678,113.999,-56.665,2422.978
2.692,113.999,-56.665,2420.602
2.707,114,-56.665,2420.602
2.721,114,-56.665,2420.971
2.735,114,-56.666,2418.933
2.75,114,-56.666,2416.682
2.764,114,-56.666,2416.297
2.779,114,-56.666,2414.733
2.793,114,-56.667,2413.993
2.808,114,-56.667,2411.031
2.822,114,-56.667,2409.278
2.837,114,-56.667,2406.736
2.851,114,-56.668,2404.956
2.866,114,-56.668,2406.751
2.88,114,-56.668,2405.358
2.895,114,-56.668,2403.459
2.909,114,-56.669,2401.323
2.924,114,-56.669,2399.476
2.938,114,-56.669,2399.149
2.953,114,-56.669,2397.669
2.967,114,-56.67,2396.242
2.982,114,-56.67,2394.641
2.996,114,-56.67,2392.85
3.01,114,-56.67,2392.85
3.025,114.001,-56.671,2391.154
3.039,114.001,-56.671,2389.288
3.054,114.001,-56.671,2389.288
0,113.991,-56.62,2698.492
0.014,113.991,-56.62,2696.929
0.029,113.991,-56.62,2695.475
0.043,113.991,-56.621,2693.832
0.058,113.991,-56.621,2692.23
0.072,113.991,-56.621,2691.939
0.087,113.991,-56.621,2690.637
0.101,113.991,-56.622,2688.851
0.116,113.991,-56.622,2687.364
0.13,113.991,-56.622,2685.682
0.145,113.991,-56.622,2685.682
0.159,113.991,-56.623,2682.629
0.174,113.991,-56.623,2680.909
0.188,113.991,-56.623,2681.105
0.203,113.991,-56.623,2673.72
0.217,113.991,-56.624,2667.795
0.232,113.991,-56.624,2650.303
0.246,113.992,-56.624,2635.332
0.261,113.992,-56.624,2620.675
0.275,113.992,-56.625,2610.988
0.289,113.992,-56.625,2592.487
0.304,113.992,-56.625,2578.401
0.318,113.992,-56.625,2571.334
0.333,113.992,-56.626,2563.314
0.347,113.992,-56.626,2556.872
0.362,113.992,-56.626,2554.77
0.376,113.992,-56.626,2554.77
0.391,113.992,-56.627,2555.178
0.405,113.992,-56.627,2556.977
0.42,113.992,-56.627,2554.724
0.434,113.992,-56.627,2557.404
0.449,113.992,-56.628,2565.768
0.463,113.992,-56.628,2569.369
0.478,113.992,-56.628,2572.692
0.492,113.992,-56.628,2572.719
0.507,113.992,-56.629,2579.324
0.521,113.992,-56.629,2579.324
0.535,113.992,-56.629,2582.239
0.55,113.992,-56.629,2584.337
0.564,113.992,-56.629,2586.393
0.579,113.993,-56.63,2589.01
0.593,113.993,-56.63,2592.587
0.608,113.993,-56.63,2596.188
0.622,113.993,-56.63,2597.854
0.637,113.993,-56.631,2600.752
0.651,113.993,-56.631,2597.686
0.666,113.993,-56.631,2594.007
0.68,113.993,-56.631,2589.044
0.695,113.993,-56.632,2589.446
0.709,113.993,-56.632,2589.044
0.724,113.993,-56.632,2580.292
0.738,113.993,-56.632,2574.688
0.753,113.993,-56.633,2571.562
0.767,113.993,-56.633,2562.712
0.782,113.993,-56.633,2559.877
0.796,113.993,-56.633,2551.981
0.81,113.993,-56.634,2546.534
0.825,113.993,-56.634,2542.591
0.839,113.993,-56.634,2541.181
0.854,113.993,-56.634,2534.987
0.868,113.993,-56.635,2529.517
0.883,113.993,-56.635,2523.259
0.897,113.993,-56.635,2517.313
0.912,113.994,-56.635,2511.473
0.926,113.994,-56.636,2505.124
0.941,113.994,-56.636,2498.713
0.955,113.994,-56.636,2491.324
0.97,113.994,-56.636,2485.074
0.984,113.994,-56.637,2479.283
0.999,113.994,-56.637,2479.283
1.013,113.994,-56.637,2474.783
1.028,113.994,-56.637,2472.138
1.042,113.994,-56.638,2477.768
1.057,113.994,-56.638,2480.965
1.071,113.994,-56.638,2480.099
1.085,113.994,-56.638,2487.322
1.1,113.994,-56.638,2490.308
1.114,113.994,-56.639,2493.365
1.129,113.994,-56.639,2495.456
1.143,113.994,-56.639,2495.154
1.158,113.994,-56.639,2495.154
1.172,113.994,-56.64,2493.567
1.187,113.994,-56.64,2493.567
1.201,113.994,-56.64,2487.929
1.216,113.994,-56.64,2483.777
1.23,113.994,-56.641,2479.833
1.245,113.995,-56.641,2474.371
1.259,113.995,-56.641,2469.788
1.274,113.995,-56.641,2464.984
1.288,113.995,-56.642,2460.183
1.303,113.995,-56.642,2460.183
1.317,113.995,-56.642,2455.247
1.331,113.995,-56.642,2451.891
1.346,113.995,-56.643,2446.724
1.36,113.995,-56.643,2441.827
1.375,113.995,-56.643,2439.487
1.389,113.995,-56.643,2441.879
1.404,113.995,-56.644,2443.027
1.418,113.995,-56.644,2446.438
1.433,113.995,-56.644,2450.076
1.447,113.995,-56.644,2452.683
1.462,113.995,-56.645,2452.683
1.476,113.995,-56.645,2455.395
1.491,113.995,-56.645,2456.998
1.505,113.995,-56.645,2457.312
1.52,113.995,-56.646,2457.312
1.534,113.995,-56.646,2457.769
1.549,113.995,-56.646,2458.841
1.563,113.995,-56.646,2458.841
1.578,113.996,-56.647,2460.366
1.592,113.996,-56.647,2458.734
1.606,113.996,-56.647,2458.734
1.621,113.996,-56.647,2458.189
1.635,113.996,-56.648,2457.265
1.65,113.996,-56.648,2453.461
1.664,113.996,-56.648,2448.325
1.679,113.996,-56.648,2443.791
1.693,113.996,-56.648,2439.519
1.708,113.996,-56.649,2438.659
1.722,113.996,-56.649,2442.673
1.737,113.996,-56.649,2441.645
1.751,113.996,-56.649,2443.125
1.766,113.996,-56.65,2443.125
1.78,113.996,-56.65,2447.022
1.795,113.996,-56.65,2451.054
1.809,113.996,-56.65,2454.174
1.824,113.996,-56.651,2456.432
1.838,113.996,-56.651,2457.844
1.853,113.996,-56.651,2459.032
1.867,113.996,-56.651,2460.46
1.881,113.996,-56.652,2460.46
1.896,113.997,-56.652,2460.153
