Distance (Km),Longitude,Latitude,HiRISE DTM Stamps (mean)
0.419,114.044,-56.625,2650.201
0.433,114.044,-56.625,2654.858
0.448,114.044,-56.625,2655.907
0.462,114.044,-56.626,2654.428
0.477,114.044,-56.626,2652.322
0.491,114.044,-56.626,2648.263
0.505,114.044,-56.626,2654.635
0.52,114.044,-56.626,2654.635
0.534,114.044,-56.627,2654.205
0.549,114.044,-56.627,2649.006
0.563,114.044,-56.627,2642.543
0.578,114.045,-56.627,2636.45
0.592,114.045,-56.628,2630.383
0.607,114.045,-56.628,2624.612
0.621,114.045,-56.628,2617.531
0.635,114.045,-56.628,2614.278
0.65,114.045,-56.629,2609.73
0.664,114.045,-56.629,2607.81
0.679,114.045,-56.629,2605.179
0.693,114.045,-56.629,2603.598
0.708,114.045,-56.63,2607.277
0.722,114.045,-56.63,2609.699
0.736,114.045,-56.63,2611.745
0.751,114.045,-56.63,2608.818
0.765,114.045,-56.631,2612.04
0.78,114.045,-56.631,2612.04
0.794,114.045,-56.631,2612.306
0.809,114.045,-56.631,2612.533
0.823,114.045,-56.632,2612.533
0.838,114.045,-56.632,2609.153
0.852,114.045,-56.632,2602.951
0.866,114.045,-56.632,2597.497
0.881,114.045,-56.633,2591.972
0.895,114.046,-56.633,2585.737
0.91,114.046,-56.633,2579.997
0.924,114.046,-56.633,2572.927
0.939,114.046,-56.634,2568.198
0.953,114.046,-56.634,2561.547
0.968,114.046,-56.634,2561.547
0.982,114.046,-56.634,2556.318
0.996,114.046,-56.635,2551.404
1.011,114.046,-56.635,2545.754
1.025,114.046,-56.635,2541.285
1.04,114.046,-56.635,2538.782
1.054,114.046,-56.635,2541.1
1.069,114.046,-56.636,2542.333
1.083,114.046,-56.636,2542.966
1.098,114.046,-56.636,2543.976
1.112,114.046,-56.636,2542.621
1.126,114.046,-56.637,2542.621
1.141,114.046,-56.637,2542.203
1.155,114.046,-56.637,2540.396
1.17,114.046,-56.637,2540.572
1.184,114.046,-56.638,2537.165
1.199,114.046,-56.638,2534.399
1.213,114.047,-56.638,2538.126
1.227,114.047,-56.638,2540.476
1.242,114.047,-56.639,2545.853
1.256,114.047,-56.639,2548.052
1.271,114.047,-56.639,2547.6
1.285,114.047,-56.639,2547.6
1.3,114.047,-56.64,2546.099
1.314,114.047,-56.64,2545.592
1.329,114.047,-56.64,2545.592
1.343,114.047,-56.64,2545.465
1.357,114.047,-56.641,2547.117
1.372,114.047,-56.641,2547
1.386,114.047,-56.641,2540.42
1.401,114.047,-56.641,2534.985
1.415,114.047,-56.642,2530.255
1.43,114.047,-56.642,2530.255
1.444,114.047,-56.642,2526.342
1.459,114.047,-56.642,2525.555
1.473,114.047,-56.643,2526.572
1.487,114.047,-56.643,2528.745
1.502,114.047,-56.643,2528.313
1.516,114.047,-56.643,2533.412
1.531,114.048,-56.644,2534.11
1.545,114.048,-56.644,2532.544
1.56,114.048,-56.644,2528.812
1.574,114.048,-56.644,2528.507
1.588,114.048,-56.644,2528.507
1.603,114.048,-56.645,2528.507
1.617,114.048,-56.645,2525.61
1.632,114.048,-56.645,2526.326
1.646,114.048,-56.645,2527.775
1.661,114.048,-56.646,2530.084
1.675,114.048,-56.646,2531.422
1.69,114.048,-56.646,2530.319
1.704,114.048,-56.646,2533.073
1.718,114.048,-56.647,2532.748
1.733,114.048,-56.647,2532.748
1.747,114.048,-56.647,2531.377
1.762,114.048,-56.647,2525.897
1.776,114.048,-56.648,2521.321
1.791,114.048,-56.648,2518.827
1.805,114.048,-56.648,2522.409
1.82,114.048,-56.648,2526.419
1.834,114.049,-56.649,2532.221
1.848,114.049,-56.649,2536.006
1.863,114.049,-56.649,2535.908
1.877,114.049,-56.649,2534.596
1.892,114.049,-56.65,2534.596
1.906,114.049,-56.65,2534.246
1.921,114.049,-56.65,2534.113
1.935,114.049,-56.65,2527.929
