Distance (Km),Longitude,Latitude,HiRISE DTM Stamps (2) (mean)
0,109.369,-55.144,1912.235
0.015,109.369,-55.144,1912.437
0.029,109.369,-55.144,1910.636
0.044,109.369,-55.145,1912.437
0.058,109.369,-55.145,1909.259
0.073,109.369,-55.145,1907.675
0.087,109.369,-55.145,1907.431
0.102,109.369,-55.146,1905.6
0.116,109.369,-55.146,1903.724
0.131,109.369,-55.146,1901.289
0.145,109.37,-55.146,1886.849
0.16,109.37,-55.147,1885.25
0.174,109.37,-55.147,1868.991
0.189,109.37,-55.147,1852.948
0.203,109.37,-55.147,1852.948
0.218,109.37,-55.148,1818.586
0.232,109.37,-55.148,1818.586
0.247,109.37,-55.148,1781.513
0.261,109.37,-55.148,1762.859
0.276,109.37,-55.148,1762.859
0.29,109.37,-55.149,1747.612
0.305,109.37,-55.149,1720.494
0.319,109.37,-55.149,1712.165
0.334,109.371,-55.149,1712.165
0.348,109.371,-55.15,1710.006
0.363,109.371,-55.15,1716.455
0.377,109.371,-55.15,1726.233
0.392,109.371,-55.15,1731.724
0.406,109.371,-55.151,1732.13
0.421,109.371,-55.151,1735.965
0.435,109.371,-55.151,1736.815
0.45,109.371,-55.151,1744.586
0.464,109.371,-55.152,1747.435
0.479,109.371,-55.152,1747.435
0.493,109.371,-55.152,1747.435
0.508,109.372,-55.152,1748.113
0.522,109.372,-55.153,1745.997
0.537,109.372,-55.153,1743.934
0.551,109.372,-55.153,1743.934
0.566,109.372,-55.153,1745.333
0.58,109.372,-55.154,1744.683
0.595,109.372,-55.154,1740.693
0.609,109.372,-55.154,1732.935
0.624,109.372,-55.154,1731.267
0.638,109.372,-55.155,1732.964
0.653,109.372,-55.155,1738.273
0.667,109.372,-55.155,1730.553
0.682,109.372,-55.155,1725.375
0.696,109.373,-55.155,1719.22
0.711,109.373,-55.156,1716.266
0.725,109.373,-55.156,1712.578
0.74,109.373,-55.156,1708.716
0.754,109.373,-55.156,1707.19
0.769,109.373,-55.157,1704.877
0.783,109.373,-55.157,1702.723
0.798,109.373,-55.157,1702.723
0.812,109.373,-55.157,1702.723
0.827,109.373,-55.158,1701.344
0.841,109.373,-55.158,1699.644
0.856,109.373,-55.158,1698.206
0.87,109.373,-55.158,1696.969
0.885,109.374,-55.159,1691.533
0.899,109.374,-55.159,1698.667
0.914,109.374,-55.159,1694.777
0.928,109.374,-55.159,1701.043
0.943,109.374,-55.16,1701.776
0.957,109.374,-55.16,1701.776
0.972,109.374,-55.16,1704.779
0.986,109.374,-55.16,1702.719
1.001,109.374,-55.161,1701.331
1.015,109.374,-55.161,1699.45
1.03,109.374,-55.161,1701.057
1.044,109.374,-55.161,1705.38
1.059,109.375,-55.162,1709.315
1.073,109.375,-55.162,1713.915
1.088,109.375,-55.162,1719.102
1.102,109.375,-55.162,1724.274
1.117,109.375,-55.162,1724.274
1.131,109.375,-55.163,1726.386
1.146,109.375,-55.163,1735.521
1.16,109.375,-55.163,1741.348
1.175,109.375,-55.163,1741.348
1.189,109.375,-55.164,1750.177
1.204,109.375,-55.164,1751.617
1.218,109.375,-55.164,1751.617
1.233,109.375,-55.164,1757.543
1.247,109.376,-55.165,1757.543
1.262,109.376,-55.165,1762.192
1.276,109.376,-55.165,1768.347
1.291,109.376,-55.165,1773.472
1.305,109.376,-55.166,1779.06
1.32,109.376,-55.166,1784.592
1.334,109.376,-55.166,1789.268
1.349,109.376,-55.166,1794.361
1.363,109.376,-55.167,1799.032
1.378,109.376,-55.167,1804.642
1.393,109.376,-55.167,1806.892
1.407,109.376,-55.167,1804.953
1.422,109.376,-55.168,1806.379
1.436,109.377,-55.168,1804.778
1.451,109.377,-55.168,1802.977
1.465,109.377,-55.168,1802.977
1.48,109.377,-55.169,1800.016
1.494,109.377,-55.169,1799.69
1.509,109.377,-55.169,1797.944
1.523,109.377,-55.169,1796.396
1.538,109.377,-55.169,1796.396
1.552,109.377,-55.17,1792.801
1.567,109.377,-55.17,1794.562
1.581,109.377,-55.17,1793.114
1.596,109.377,-55.17,1791.739
1.61,109.378,-55.171,1790.021
1.625,109.378,-55.171,1790.021
1.639,109.378,-55.171,1788.907
1.654,109.378,-55.171,1787.412
1.668,109.378,-55.172,1787.412
