Distance (Km),Longitude,Latitude,HiRISE DTM Stamps (3) (mean)
0,89.779,-57.144,-78.254
0.014,89.779,-57.144,-79.987
0.029,89.779,-57.145,-81.713
0.043,89.779,-57.145,-83.414
0.058,89.779,-57.145,-85.273
0.072,89.779,-57.145,-85.273
0.087,89.779,-57.146,-87.092
0.101,89.779,-57.146,-88.993
0.116,89.779,-57.146,-90.663
0.13,89.779,-57.146,-92.173
0.144,89.779,-57.147,-93.924
0.159,89.779,-57.147,-95.618
0.173,89.779,-57.147,-97.176
0.188,89.779,-57.147,-98.758
0.202,89.779,-57.148,-100.487
0.217,89.779,-57.148,-102.04
0.231,89.779,-57.148,-102.04
0.245,89.779,-57.148,-104.033
0.26,89.779,-57.148,-105.533
0.274,89.779,-57.149,-107.203
0.289,89.779,-57.149,-108.877
0.303,89.779,-57.149,-110.646
0.318,89.779,-57.149,-112.345
0.332,89.779,-57.15,-113.965
0.347,89.779,-57.15,-115.502
0.361,89.779,-57.15,-115.677
0.375,89.779,-57.15,-117.162
0.39,89.779,-57.151,-117.162
0.404,89.779,-57.151,-118.829
0.419,89.779,-57.151,-120.36
0.433,89.779,-57.151,-122.263
0.448,89.779,-57.152,-123.747
0.462,89.779,-57.152,-125.373
0.477,89.779,-57.152,-127.112
0.491,89.779,-57.152,-128.65
0.505,89.779,-57.153,-130.197
0.52,89.779,-57.153,-131.948
0.534,89.779,-57.153,-131.948
0.549,89.78,-57.153,-133.933
0.563,89.78,-57.154,-134.998
0.578,89.78,-57.154,-136.841
0.592,89.78,-57.154,-138.379
0.606,89.78,-57.154,-140.138
0.621,89.78,-57.155,-141.871
0.635,89.78,-57.155,-143.577
0.65,89.78,-57.155,-145.022
0.664,89.78,-57.155,-147.988
0.679,89.78,-57.156,-147.995
0.693,89.78,-57.156,-147.995
0.708,89.78,-57.156,-149.596
0.722,89.78,-57.156,-149.926
0.736,89.78,-57.157,-151.291
0.751,89.78,-57.157,-154.42
0.765,89.78,-57.157,-154.623
0.78,89.78,-57.157,-155.964
0.794,89.78,-57.158,-158.359
0.809,89.78,-57.158,-158.924
0.823,89.78,-57.158,-160.556
0.838,89.78,-57.158,-162.147
0.852,89.78,-57.158,-162.147
0.866,89.78,-57.159,-163.297
0.881,89.78,-57.159,-164.45
0.895,89.78,-57.159,-165.504
0.91,89.78,-57.159,-166.988
0.924,89.78,-57.16,-168.414
0.939,89.78,-57.16,-169.821
0.953,89.78,-57.16,-171.158
0.967,89.78,-57.16,-172.84
0.982,89.78,-57.161,-174.398
0.996,89.78,-57.161,-175.333
1.011,89.78,-57.161,-174.398
1.025,89.78,-57.161,-177.301
1.04,89.78,-57.162,-178.397
1.054,89.78,-57.162,-179.584
1.069,89.78,-57.162,-179.995
1.083,89.78,-57.162,-181.266
1.097,89.78,-57.163,-182.454
1.112,89.78,-57.163,-183.571
1.126,89.78,-57.163,-184.645
1.141,89.78,-57.163,-186.606
1.155,89.78,-57.164,-185.685
1.17,89.78,-57.164,-186.601
1.184,89.78,-57.164,-187.424
1.199,89.78,-57.164,-188.615
1.213,89.78,-57.165,-190
1.227,89.78,-57.165,-192.414
1.242,89.78,-57.165,-192.308
1.256,89.78,-57.165,-193.43
1.271,89.78,-57.166,-193.43
1.285,89.78,-57.166,-195.864
1.3,89.78,-57.166,-197.187
1.314,89.78,-57.166,-197.187
1.328,89.78,-57.167,-198.46
1.343,89.78,-57.167,-199.531
1.357,89.78,-57.167,-200.454
1.372,89.78,-57.167,-201.639
1.386,89.78,-57.168,-202.709
1.401,89.78,-57.168,-203.794
1.415,89.781,-57.168,-204.914
1.43,89.781,-57.168,-205.908
1.444,89.781,-57.169,-207.037
1.458,89.781,-57.169,-207.037
1.473,89.781,-57.169,-207.916
1.487,89.781,-57.169,-208.81
1.502,89.781,-57.169,-209.702
1.516,89.781,-57.17,-209.529
1.531,89.781,-57.17,-211.413
1.545,89.781,-57.17,-212.426
1.56,89.781,-57.17,-213.518
1.574,89.781,-57.171,-214.782
1.588,89.781,-57.171,-215.803
1.603,89.781,-57.171,-229.523
1.617,89.781,-57.171,-228.171
1.632,89.781,-57.172,-244.899
1.646,89.781,-57.172,-259.821
1.661,89.781,-57.172,-273.187
1.675,89.781,-57.172,-286.968
1.689,89.781,-57.173,-302.687
1.704,89.781,-57.173,-318.518
1.718,89.781,-57.173,-333.724
1.733,89.781,-57.173,-347.602
1.747,89.781,-57.174,-361.505
1.762,89.781,-57.174,-375
1.776,89.781,-57.174,-375
1.791,89.781,-57.174,-388.406
1.805,89.781,-57.175,-396.598
1.819,89.781,-57.175,-401.113
1.834,89.781,-57.175,-403.523
1.848,89.781,-57.175,-403.25
1.863,89.781,-57.176,-401.201
1.877,89.781,-57.176,-400.2
1.892,89.781,-57.176,-399.475
1.906,89.781,-57.176,-398.933
1.92,89.781,-57.177,-398.491
1.935,89.781,-57.177,-398.491
1.949,89.781,-57.177,-399.454
1.964,89.781,-57.177,-400.46
1.978,89.781,-57.178,-400.5
1.993,89.781,-57.178,-400.636
2.007,89.781,-57.178,-400.607
2.022,89.781,-57.178,-401.073
2.036,89.781,-57.179,-400.921
2.05,89.781,-57.179,-400.378
2.065,89.781,-57.179,-401.018
2.079,89.781,-57.179,-401.018
2.094,89.781,-57.179,-402.951
2.108,89.781,-57.18,-404.26
2.123,89.781,-57.18,-405.639
2.137,89.781,-57.18,-403.934
2.152,89.781,-57.18,-405.598
2.166,89.781,-57.181,-407.595
2.18,89.781,-57.181,-409.114
2.195,89.781,-57.181,-409.9
2.209,89.781,-57.181,-409.581
2.224,89.781,-57.182,-409.581
2.238,89.781,-57.182,-409.363
2.253,89.781,-57.182,-410.173
2.267,89.782,-57.182,-410.823
2.281,89.782,-57.183,-413.117
2.296,89.782,-57.183,-416.479
2.31,89.782,-57.183,-420.483
2.325,89.782,-57.183,-424.541
2.339,89.782,-57.184,-428.11
2.354,89.782,-57.184,-431.043
2.368,89.782,-57.184,-433.587
2.383,89.782,-57.184,-434.591
2.397,89.782,-57.185,-434.591
2.411,89.782,-57.185,-435.079
2.426,89.782,-57.185,-437.087
2.44,89.782,-57.185,-435.951
2.455,89.782,-57.186,-436.425
2.469,89.782,-57.186,-438.676
2.484,89.782,-57.186,-438.954
2.498,89.782,-57.186,-436.954
2.513,89.782,-57.187,-436.035
2.527,89.782,-57.187,-434.317
2.541,89.782,-57.187,-434.317
2.556,89.782,-57.187,-432.226
2.57,89.782,-57.188,-430.865
2.585,89.782,-57.188,-431.077
2.599,89.782,-57.188,-431.1
2.614,89.782,-57.188,-431.251
2.628,89.782,-57.189,-430.8
2.642,89.782,-57.189,-430.217
2.657,89.782,-57.189,-429.595
2.671,89.782,-57.189,-429.155
2.686,89.782,-57.19,-432.095
2.7,89.782,-57.19,-432.095
2.715,89.782,-57.19,-436.338
2.729,89.782,-57.19,-441.098
2.744,89.782,-57.19,-444.237
2.758,89.782,-57.191,-444.189
2.772,89.782,-57.191,-444.712
2.787,89.782,-57.191,-443.821
2.801,89.782,-57.191,-440.875
2.816,89.782,-57.192,-437.304
2.83,89.782,-57.192,-435.589
2.845,89.782,-57.192,-433.702
2.859,89.782,-57.192,-433.702
2.874,89.782,-57.193,-432.182
2.888,89.782,-57.193,-429.693
2.902,89.782,-57.193,-426.382
2.917,89.782,-57.193,-421.749
2.931,89.782,-57.194,-419.284
2.946,89.782,-57.194,-417.098
2.96,89.782,-57.194,-414.959
2.975,89.782,-57.194,-414.308
2.989,89.782,-57.195,-413.909
3.003,89.782,-57.195,-413.909
3.018,89.782,-57.195,-412.043
3.032,89.782,-57.195,-410.119
3.047,89.782,-57.196,-408.401
3.061,89.782,-57.196,-408.401
3.076,89.782,-57.196,-411.259
3.09,89.782,-57.196,-405.273
3.105,89.782,-57.197,-404.995
3.119,89.782,-57.197,-404.375
3.133,89.783,-57.197,-409.176
3.148,89.783,-57.197,-401.831
3.162,89.783,-57.198,-401.831
3.177,89.783,-57.198,-399.701
3.191,89.783,-57.198,-397.23
3.206,89.783,-57.198,-391.683
3.22,89.783,-57.199,-389.838
