Distance (Km),Longitude,Latitude,HiRISE DTM Stamps (mean)
0,93.67,-58.093,1610.691
0.014,93.67,-58.093,1610.691
0.029,93.67,-58.094,1604.769
0.043,93.67,-58.094,1601.477
0.058,93.67,-58.094,1596.48
0.072,93.67,-58.094,1590.118
0.087,93.67,-58.094,1584.457
0.101,93.67,-58.095,1578.301
0.116,93.67,-58.095,1573.059
0.13,93.67,-58.095,1577.114
0.145,93.671,-58.095,1573.447
0.159,93.671,-58.096,1574.33
0.174,93.671,-58.096,1574.33
0.188,93.671,-58.096,1558.357
0.203,93.671,-58.096,1555.421
0.217,93.671,-58.097,1555.421
0.232,93.671,-58.097,1552.925
0.246,93.671,-58.097,1551.811
0.261,93.671,-58.097,1548.171
0.275,93.671,-58.098,1544.938
0.29,93.671,-58.098,1541.844
0.304,93.671,-58.098,1536.607
0.319,93.671,-58.098,1531.861
0.333,93.671,-58.099,1531.861
0.348,93.671,-58.099,1526.023
0.362,93.671,-58.099,1508.353
0.377,93.672,-58.099,1508.353
0.391,93.672,-58.1,1491.14
0.406,93.672,-58.1,1485.249
0.42,93.672,-58.1,1482.776
0.435,93.672,-58.1,1484.542
0.449,93.672,-58.101,1479.218
0.464,93.672,-58.101,1477.369
0.478,93.672,-58.101,1481.472
0.493,93.672,-58.101,1481.472
0.507,93.672,-58.102,1485.272
0.522,93.672,-58.102,1481.225
0.536,93.672,-58.102,1481.271
0.551,93.672,-58.102,1486.581
0.565,93.672,-58.103,1485.645
0.58,93.672,-58.103,1478.5
0.594,93.672,-58.103,1481.487
0.609,93.673,-58.103,1479.396
0.623,93.673,-58.103,1475.518
0.638,93.673,-58.104,1475.518
0.652,93.673,-58.104,1475.518
0.667,93.673,-58.104,1463.413
0.681,93.673,-58.104,1457.246
0.696,93.673,-58.105,1457.246
0.71,93.673,-58.105,1446.327
0.725,93.673,-58.105,1441.799
0.739,93.673,-58.105,1437.264
0.754,93.673,-58.106,1432.663
0.768,93.673,-58.106,1428.696
0.783,93.673,-58.106,1424.946
0.797,93.673,-58.106,1424.946
0.812,93.673,-58.107,1424.946
0.826,93.673,-58.107,1415.431
0.84,93.674,-58.107,1413.105
0.855,93.674,-58.107,1408.797
0.869,93.674,-58.108,1408.797
0.884,93.674,-58.108,1406.634
0.898,93.674,-58.108,1405.037
0.913,93.674,-58.108,1400.565
0.927,93.674,-58.109,1397.735
0.942,93.674,-58.109,1398.235
0.956,93.674,-58.109,1398.235
0.971,93.674,-58.109,1396.052
0.985,93.674,-58.11,1391.574
1,93.674,-58.11,1391.574
1.014,93.674,-58.11,1378.209
1.029,93.674,-58.11,1377.723
1.043,93.674,-58.111,1373.297
1.058,93.674,-58.111,1365.426
1.072,93.675,-58.111,1365.426
1.087,93.675,-58.111,1363.685
1.101,93.675,-58.111,1357.543
1.116,93.675,-58.112,1357.543
1.13,93.675,-58.112,1356.187
1.145,93.675,-58.112,1350.115
1.159,93.675,-58.112,1344.127
1.174,93.675,-58.113,1349.289
1.188,93.675,-58.113,1340.053
1.203,93.675,-58.113,1340.643
1.217,93.675,-58.113,1334.74
1.232,93.675,-58.114,1328.946
1.246,93.675,-58.114,1329.184
1.261,93.675,-58.114,1329.184
1.275,93.675,-58.114,1323.723
1.29,93.675,-58.115,1323.376
1.304,93.676,-58.115,1319.34
1.319,93.676,-58.115,1316.855
1.333,93.676,-58.115,1316.971
1.348,93.676,-58.116,1316.971
1.362,93.676,-58.116,1317.5
1.377,93.676,-58.116,1319.183
1.391,93.676,-58.116,1321.575
1.406,93.676,-58.117,1323.608
1.42,93.676,-58.117,1323.608
1.435,93.676,-58.117,1326.116
1.449,93.676,-58.117,1328.579
1.464,93.676,-58.118,1330.656
1.478,93.676,-58.118,1333.59
1.493,93.676,-58.118,1333.663
1.507,93.676,-58.118,1333.663
1.522,93.676,-58.119,1336.56
1.536,93.677,-58.119,1339.412
1.551,93.677,-58.119,1339.412
1.565,93.677,-58.119,1344.742
1.58,93.677,-58.12,1344.742
1.594,93.677,-58.12,1347.526
1.609,93.677,-58.12,1345.809
1.623,93.677,-58.12,1353.077
1.637,93.677,-58.12,1361.301
1.652,93.677,-58.121,1365.77
1.666,93.677,-58.121,1365.182
1.681,93.677,-58.121,1373.4
1.695,93.677,-58.121,1378.286
1.71,93.677,-58.122,1382.363
1.724,93.677,-58.122,1382.363
1.739,93.677,-58.122,1377.538
1.753,93.677,-58.122,1386.7
1.768,93.678,-58.123,1386.999
1.782,93.678,-58.123,1388.198
1.797,93.678,-58.123,1386.23
1.811,93.678,-58.123,1386.768
