Distance (Km),Longitude,Latitude,HiRISE DTM Stamps (mean)
0,114.013,-56.619,2707.188
0.014,114.013,-56.62,2705.932
0.029,114.013,-56.62,2703.947
0.043,114.013,-56.62,2702.548
0.058,114.013,-56.62,2701.126
0.072,114.013,-56.621,2699.695
0.087,114.013,-56.621,2692.702
0.101,114.013,-56.621,2673.732
0.116,114.013,-56.621,2673.732
0.13,114.013,-56.622,2657.151
0.145,114.013,-56.622,2657.151
0.159,114.013,-56.622,2622.277
0.174,114.013,-56.622,2609.408
0.188,114.013,-56.623,2601.315
0.203,114.013,-56.623,2594.707
0.217,114.013,-56.623,2590.766
0.232,114.013,-56.623,2591.821
0.246,114.013,-56.624,2596.559
0.26,114.013,-56.624,2596.559
0.275,114.013,-56.624,2601.437
0.289,114.014,-56.624,2606.835
0.304,114.014,-56.624,2611.954
0.318,114.014,-56.625,2616.435
0.333,114.014,-56.625,2619.017
0.347,114.014,-56.625,2617.701
0.362,114.014,-56.625,2615.786
0.376,114.014,-56.626,2612.563
0.391,114.014,-56.626,2609.687
0.405,114.014,-56.626,2606.11
0.42,114.014,-56.626,2606.11
0.434,114.014,-56.627,2607.075
0.449,114.014,-56.627,2604.566
0.463,114.014,-56.627,2604.165
0.478,114.014,-56.627,2601.804
0.492,114.014,-56.628,2598.122
0.506,114.014,-56.628,2599.971
0.521,114.014,-56.628,2599.175
0.535,114.014,-56.628,2599.973
0.55,114.014,-56.629,2600.342
0.564,114.014,-56.629,2599.826
0.579,114.014,-56.629,2599.826
0.593,114.014,-56.629,2598.667
0.608,114.014,-56.63,2598.667
0.622,114.014,-56.63,2586.976
0.637,114.015,-56.63,2587.945
0.651,114.015,-56.63,2581.44
0.666,114.015,-56.631,2574.884
0.68,114.015,-56.631,2568.195
0.695,114.015,-56.631,2561.139
0.709,114.015,-56.631,2554.597
0.724,114.015,-56.632,2549.424
0.738,114.015,-56.632,2545.034
0.752,114.015,-56.632,2543.823
0.767,114.015,-56.632,2538.545
0.781,114.015,-56.633,2533.138
0.796,114.015,-56.633,2529.095
0.81,114.015,-56.633,2525.344
0.825,114.015,-56.633,2522.989
0.839,114.015,-56.634,2525.279
0.854,114.015,-56.634,2523.105
0.868,114.015,-56.634,2517.813
0.883,114.015,-56.634,2517.813
0.897,114.015,-56.634,2514.281
0.912,114.015,-56.635,2515.237
0.926,114.015,-56.635,2515.237
0.941,114.015,-56.635,2516.879
0.955,114.015,-56.635,2515.288
0.97,114.015,-56.636,2512.432
0.984,114.016,-56.636,2512.299
0.998,114.016,-56.636,2514.856
1.013,114.016,-56.636,2514.732
1.027,114.016,-56.637,2513.852
1.042,114.016,-56.637,2513.852
1.056,114.016,-56.637,2507.456
1.071,114.016,-56.637,2500.764
1.085,114.016,-56.638,2493.75
1.1,114.016,-56.638,2487.356
1.114,114.016,-56.638,2481.248
1.129,114.016,-56.638,2475.475
1.143,114.016,-56.639,2470.517
1.158,114.016,-56.639,2465.939
1.172,114.016,-56.639,2463.622
1.187,114.016,-56.639,2467.452
1.201,114.016,-56.64,2467.452
